,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,fweight,maxEducLevel,college,regSalud,pea,formal,microEmpresa,sizeFirm,y_salary_m_hu
9978,4,3,0,33,18.0,1.0,48.0,194,7.0,0,1.0,1,0.0,1.0,2.0,3402
9979,4,5,1,61,8.0,1.0,48.0,205,4.0,0,1.0,1,1.0,0.0,4.0,3797
9980,4,5,0,56,5.0,1.0,48.0,205,4.0,0,1.0,1,1.0,0.0,4.0,3797
9985,4,2,1,18,36.0,1.0,54.0,300,6.0,1,3.0,1,0.0,1.0,2.0,3888
9986,4,2,0,20,5.0,1.0,45.0,300,6.0,1,1.0,1,1.0,0.0,5.0,4050
9989,4,1,1,34,24.0,1.0,60.0,292,4.0,0,1.0,1,1.0,0.0,4.0,5833
9991,4,1,0,34,2.0,1.0,48.0,292,7.0,0,1.0,1,0.0,0.0,5.0,3797
9992,4,5,1,61,360.0,1.0,48.0,229,7.0,0,1.0,1,1.0,0.0,5.0,58333
9994,4,3,0,37,12.0,1.0,48.0,210,5.0,0,1.0,1,1.0,0.0,4.0,3797
9997,4,2,1,53,36.0,1.0,42.0,255,6.0,1,1.0,1,0.0,1.0,2.0,3888
9998,4,3,0,62,144.0,1.0,40.0,231,6.0,1,1.0,1,1.0,1.0,2.0,3500
10005,4,1,1,40,24.0,1.0,48.0,211,4.0,0,1.0,1,1.0,0.0,4.0,5444
10006,4,1,1,57,4.0,1.0,48.0,211,3.0,0,1.0,1,0.0,0.0,4.0,5444
10011,4,3,1,38,48.0,1.0,50.0,400,7.0,0,1.0,1,1.0,0.0,5.0,8306
10012,4,3,0,36,10.0,1.0,48.0,400,7.0,0,1.0,1,1.0,0.0,5.0,17013
10013,4,3,0,35,24.0,1.0,48.0,243,7.0,0,1.0,1,1.0,0.0,5.0,10694
10014,4,3,1,36,36.0,1.0,46.0,243,7.0,0,1.0,1,1.0,0.0,5.0,25362
10018,4,2,1,49,24.0,1.0,60.0,289,6.0,1,1.0,1,1.0,0.0,3.0,3038
10019,4,2,0,42,12.0,3.0,14.0,217,4.0,0,1.0,1,0.0,1.0,1.0,5333
10021,4,2,1,19,3.0,1.0,48.0,217,6.0,1,1.0,1,1.0,0.0,5.0,3797
10023,4,2,1,22,60.0,1.0,48.0,217,6.0,1,1.0,1,1.0,0.0,3.0,4618
10025,4,2,1,53,84.0,1.0,48.0,223,7.0,0,1.0,1,1.0,0.0,3.0,3797
10026,4,2,0,51,12.0,1.0,12.0,223,5.0,0,1.0,1,0.0,1.0,2.0,1750
10028,4,3,0,63,28.0,2.0,40.0,231,6.0,1,1.0,1,1.0,0.0,5.0,17500
10029,4,3,1,37,30.0,1.0,48.0,234,7.0,0,1.0,1,1.0,0.0,5.0,8750
10033,4,5,1,48,36.0,1.0,48.0,322,3.0,0,1.0,1,1.0,1.0,2.0,3797
10036,4,2,0,77,324.0,1.0,48.0,219,6.0,1,1.0,1,1.0,1.0,2.0,3797
10037,4,2,0,42,168.0,1.0,48.0,219,7.0,0,1.0,1,1.0,1.0,2.0,3797
10040,4,2,1,59,360.0,1.0,48.0,271,4.0,0,3.0,1,0.0,1.0,2.0,3159
10042,4,1,1,30,14.0,1.0,48.0,290,6.0,1,1.0,1,1.0,0.0,5.0,3797
10046,4,1,0,24,41.0,1.0,48.0,221,6.0,1,1.0,1,1.0,1.0,2.0,3797
10048,4,1,0,31,17.0,1.0,40.0,322,7.0,0,1.0,1,1.0,0.0,4.0,4557
10049,4,1,1,39,2.0,1.0,48.0,322,6.0,1,1.0,1,1.0,0.0,5.0,4423
10051,4,1,1,23,24.0,1.0,50.0,221,6.0,1,1.0,1,1.0,0.0,5.0,4666
10052,4,1,0,20,5.0,1.0,40.0,221,7.0,0,3.0,1,0.0,0.0,4.0,5833
10057,4,3,0,34,156.0,1.0,48.0,246,6.0,1,1.0,1,1.0,0.0,5.0,4375
10060,4,3,0,28,60.0,1.0,55.0,201,7.0,0,,1,0.0,0.0,3.0,6363
10073,4,2,0,37,2.0,1.0,48.0,290,5.0,0,1.0,1,1.0,0.0,4.0,3797
10074,4,2,1,39,2.0,1.0,104.0,290,3.0,0,1.0,1,0.0,1.0,2.0,2019
10075,4,2,1,25,96.0,1.0,48.0,255,6.0,1,1.0,1,1.0,0.0,5.0,5347
10077,4,4,0,23,4.0,1.0,35.0,179,7.0,0,1.0,1,0.0,0.0,5.0,5208
10079,4,4,1,24,24.0,1.0,40.0,179,7.0,0,1.0,1,1.0,0.0,5.0,26250
10085,4,3,0,42,288.0,2.0,48.0,207,7.0,0,1.0,1,1.0,0.0,5.0,8263
10090,4,2,0,32,48.0,1.0,48.0,240,6.0,1,1.0,1,1.0,0.0,5.0,3797
10095,4,2,1,24,9.0,1.0,48.0,243,6.0,1,,1,0.0,1.0,2.0,6805
10098,4,3,0,25,5.0,1.0,48.0,234,7.0,0,1.0,1,1.0,0.0,5.0,7291
10101,4,2,0,51,4.0,3.0,20.0,176,6.0,1,1.0,1,0.0,1.0,1.0,7000
10105,4,2,1,35,3.0,1.0,55.0,222,7.0,0,,1,0.0,0.0,3.0,2545
10110,4,2,0,34,12.0,1.0,45.0,246,7.0,0,1.0,1,1.0,0.0,3.0,7777
10113,4,2,1,27,1.0,1.0,90.0,243,5.0,0,,1,0.0,0.0,3.0,1296
10116,4,3,1,26,4.0,1.0,45.0,246,7.0,0,1.0,1,1.0,0.0,5.0,10888
10122,4,2,1,31,15.0,1.0,40.0,243,6.0,1,1.0,1,1.0,0.0,5.0,4557
10123,4,2,0,31,5.0,1.0,48.0,243,7.0,0,1.0,1,1.0,0.0,5.0,4375
10127,4,3,0,49,18.0,1.0,48.0,218,7.0,0,1.0,1,1.0,0.0,5.0,24305
10128,4,3,1,29,15.0,1.0,4.0,218,7.0,0,1.0,1,1.0,0.0,4.0,29166
10131,4,2,0,22,4.0,1.0,10.0,268,7.0,0,3.0,1,0.0,0.0,3.0,2361
10132,4,1,0,47,3.0,3.0,40.0,243,6.0,1,3.0,1,0.0,1.0,1.0,4557
10133,4,1,1,28,12.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,5.0,3797
10134,4,4,0,61,22.0,1.0,40.0,231,6.0,1,1.0,1,1.0,0.0,5.0,9683
10135,4,2,1,21,5.0,1.0,48.0,245,6.0,1,1.0,1,1.0,0.0,5.0,5347
10136,4,2,1,23,30.0,1.0,72.0,245,6.0,1,1.0,1,1.0,0.0,4.0,2531
10137,4,2,0,33,0.0,1.0,48.0,245,7.0,0,1.0,1,1.0,1.0,2.0,3797
10138,4,3,0,44,120.0,1.0,28.0,219,6.0,1,1.0,1,1.0,0.0,5.0,3583
10143,4,3,0,29,6.0,1.0,48.0,199,6.0,1,3.0,1,0.0,1.0,2.0,3888
10159,4,4,0,38,96.0,2.0,48.0,280,7.0,0,1.0,1,1.0,0.0,5.0,9722
10164,4,4,1,38,192.0,2.0,130.0,280,7.0,0,1.0,1,1.0,0.0,5.0,8974
10168,4,2,0,23,20.0,1.0,48.0,257,7.0,0,1.0,1,1.0,0.0,3.0,3797
10174,4,2,0,51,6.0,1.0,47.0,199,6.0,1,1.0,1,1.0,0.0,5.0,3878
10176,4,2,1,32,2.0,1.0,45.0,199,7.0,0,1.0,1,1.0,0.0,5.0,16333
10179,4,2,1,31,24.0,1.0,48.0,222,7.0,0,1.0,1,1.0,0.0,5.0,3797
10181,4,3,0,22,13.0,1.0,48.0,189,7.0,0,1.0,1,1.0,0.0,5.0,7583
10184,4,3,0,28,4.0,2.0,48.0,189,7.0,0,1.0,1,1.0,0.0,5.0,9916
10189,4,2,1,38,19.0,1.0,48.0,234,6.0,1,1.0,1,1.0,0.0,5.0,4520
10191,4,2,1,55,120.0,1.0,48.0,205,5.0,0,1.0,1,1.0,0.0,3.0,7291
10192,4,2,1,22,6.0,1.0,32.0,254,7.0,0,3.0,1,0.0,1.0,2.0,3500
10193,4,1,0,48,120.0,1.0,48.0,240,7.0,0,1.0,1,1.0,0.0,4.0,12152
10195,4,2,1,24,19.0,1.0,40.0,201,7.0,0,1.0,1,1.0,0.0,5.0,8750
10196,4,2,1,52,54.0,1.0,54.0,201,5.0,0,1.0,1,1.0,0.0,5.0,5185
10197,4,2,0,26,60.0,1.0,40.0,201,7.0,0,1.0,1,1.0,0.0,5.0,7583
10202,4,2,1,40,12.0,1.0,72.0,314,4.0,0,3.0,1,0.0,1.0,2.0,3888
10205,4,3,0,26,36.0,1.0,48.0,310,6.0,1,1.0,1,1.0,0.0,5.0,4861
10206,4,3,1,30,84.0,1.0,48.0,310,6.0,1,1.0,1,1.0,0.0,5.0,5444
10207,4,3,0,26,48.0,1.0,48.0,310,7.0,0,1.0,1,1.0,0.0,5.0,3797
10210,4,3,0,20,13.0,1.0,56.0,201,7.0,0,1.0,1,0.0,1.0,2.0,2500
10212,4,2,0,54,12.0,3.0,60.0,240,6.0,1,3.0,1,0.0,1.0,1.0,3038
10215,4,3,1,29,36.0,1.0,48.0,232,4.0,0,1.0,1,1.0,0.0,4.0,4131
10217,4,3,1,63,1.0,1.0,25.0,226,4.0,0,3.0,1,0.0,1.0,2.0,3733
10218,4,3,1,31,120.0,1.0,48.0,210,4.0,0,1.0,1,1.0,0.0,4.0,4861
10220,4,3,0,54,1.0,1.0,12.0,210,3.0,0,1.0,1,0.0,1.0,2.0,2333
10223,4,3,0,31,24.0,1.0,48.0,182,7.0,0,1.0,1,1.0,0.0,5.0,3888
10226,4,3,0,51,12.0,1.0,60.0,195,6.0,1,1.0,1,1.0,0.0,5.0,3038
10227,4,3,0,25,12.0,1.0,45.0,195,7.0,0,1.0,1,1.0,0.0,4.0,5185
10232,4,3,1,28,60.0,2.0,112.0,292,6.0,1,2.0,1,1.0,0.0,5.0,5208
10235,4,2,1,26,12.0,1.0,48.0,234,6.0,1,1.0,1,1.0,0.0,5.0,4375
10237,4,2,0,62,3.0,1.0,40.0,208,7.0,0,1.0,1,1.0,0.0,5.0,14000
10243,4,2,1,26,72.0,1.0,48.0,368,7.0,0,1.0,1,1.0,0.0,5.0,5736
10250,4,3,0,26,4.0,1.0,48.0,252,6.0,1,,1,0.0,1.0,2.0,3888
10251,4,3,0,46,3.0,1.0,28.0,252,5.0,0,,1,0.0,0.0,3.0,3333
10252,4,3,1,19,7.0,1.0,48.0,252,7.0,0,,1,0.0,0.0,4.0,3888
10254,4,3,1,18,7.0,1.0,48.0,252,6.0,1,1.0,1,0.0,0.0,3.0,5833
10260,4,3,0,20,1.0,1.0,40.0,179,7.0,0,1.0,1,1.0,0.0,4.0,4557
10262,4,3,0,27,5.0,1.0,48.0,179,7.0,0,1.0,1,0.0,0.0,5.0,1895
10273,4,2,0,23,4.0,1.0,48.0,235,7.0,0,1.0,1,1.0,0.0,5.0,5833
10275,4,2,1,37,168.0,1.0,48.0,235,6.0,1,1.0,1,1.0,0.0,5.0,3797
10276,4,2,1,47,120.0,1.0,48.0,235,5.0,0,1.0,1,1.0,0.0,5.0,3888
10281,4,2,1,38,12.0,1.0,40.0,400,7.0,0,1.0,1,1.0,0.0,4.0,7000
10284,4,2,0,25,30.0,1.0,84.0,231,7.0,0,1.0,1,1.0,0.0,5.0,3333
10288,4,2,1,26,6.0,1.0,45.0,203,7.0,0,1.0,1,1.0,0.0,5.0,8037
10289,4,2,1,20,12.0,1.0,22.0,203,7.0,0,1.0,1,0.0,1.0,2.0,2121
10290,4,2,1,21,1.0,1.0,48.0,203,6.0,1,1.0,1,1.0,0.0,5.0,3797
10296,4,1,0,19,1.0,1.0,48.0,213,6.0,1,1.0,1,0.0,0.0,5.0,3797
10297,4,2,1,40,96.0,1.0,49.0,368,7.0,0,1.0,1,0.0,1.0,2.0,5714
10299,4,2,0,31,94.0,1.0,48.0,368,6.0,1,1.0,1,1.0,0.0,5.0,5833
10303,4,2,1,52,60.0,1.0,48.0,263,4.0,0,3.0,1,0.0,1.0,2.0,3402
10306,4,3,1,54,96.0,2.0,40.0,234,7.0,0,1.0,1,1.0,0.0,5.0,23333
10312,4,3,1,29,36.0,1.0,48.0,255,6.0,1,1.0,1,1.0,0.0,5.0,3888
10320,4,3,0,36,0.0,1.0,48.0,254,6.0,1,1.0,1,1.0,0.0,4.0,3888
10334,4,1,0,44,60.0,1.0,48.0,246,3.0,0,1.0,1,1.0,0.0,5.0,4263
10341,4,3,0,28,24.0,1.0,55.0,247,7.0,0,1.0,1,1.0,0.0,4.0,16969
10344,4,3,1,40,240.0,2.0,120.0,290,6.0,1,2.0,1,1.0,0.0,5.0,2949
10345,4,2,1,25,4.0,1.0,48.0,220,7.0,0,1.0,1,1.0,0.0,5.0,7777
10346,4,2,0,49,48.0,1.0,36.0,220,6.0,1,1.0,1,1.0,0.0,4.0,9074
10347,4,2,1,21,22.0,1.0,48.0,220,7.0,0,1.0,1,1.0,0.0,5.0,3986
10349,4,2,0,42,180.0,1.0,84.0,248,6.0,1,1.0,1,1.0,0.0,5.0,3888
10353,4,2,0,33,24.0,1.0,40.0,322,6.0,1,1.0,1,1.0,0.0,5.0,4557
10356,4,1,1,25,60.0,2.0,72.0,222,6.0,1,2.0,1,1.0,0.0,5.0,3775
10361,4,2,1,42,72.0,1.0,48.0,290,7.0,0,1.0,1,1.0,0.0,5.0,29166
10363,4,2,0,40,24.0,1.0,48.0,290,7.0,0,1.0,1,1.0,0.0,5.0,12638
10372,4,2,0,29,6.0,1.0,91.0,409,6.0,1,3.0,1,0.0,0.0,4.0,3846
10373,4,2,1,25,8.0,1.0,36.0,243,7.0,0,1.0,1,1.0,0.0,5.0,12314
10376,4,3,0,57,84.0,3.0,70.0,205,5.0,0,1.0,1,0.0,1.0,1.0,2604
10383,4,3,0,25,48.0,1.0,40.0,202,7.0,0,1.0,1,1.0,0.0,4.0,6416
10388,4,3,0,27,60.0,1.0,36.0,255,6.0,1,1.0,1,1.0,0.0,5.0,3850
10390,4,3,1,50,36.0,3.0,84.0,255,6.0,1,1.0,1,1.0,1.0,2.0,2777
10404,4,3,0,46,18.0,3.0,48.0,254,4.0,0,1.0,1,1.0,1.0,1.0,5833
10405,4,3,0,24,6.0,1.0,48.0,254,7.0,0,1.0,1,1.0,0.0,5.0,5347
10409,4,3,1,49,48.0,1.0,48.0,280,7.0,0,1.0,1,1.0,0.0,5.0,9722
10410,4,3,0,54,60.0,1.0,48.0,280,6.0,1,1.0,1,1.0,0.0,5.0,3797
10411,4,3,0,25,48.0,1.0,48.0,280,7.0,0,1.0,1,1.0,0.0,4.0,9722
10413,4,3,0,33,30.0,1.0,52.0,280,6.0,1,1.0,1,1.0,0.0,5.0,4855
10415,4,1,1,31,3.0,1.0,54.0,255,6.0,1,1.0,1,1.0,0.0,4.0,3375
10419,4,2,1,30,18.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,3.0,3797
10421,4,2,0,20,3.0,1.0,48.0,187,6.0,1,,1,0.0,0.0,3.0,4375
10422,4,2,0,26,2.0,1.0,72.0,187,7.0,0,,1,0.0,1.0,2.0,2592
10423,4,2,1,21,5.0,1.0,48.0,187,6.0,1,1.0,1,1.0,0.0,4.0,3797
10425,4,2,1,32,3.0,1.0,48.0,187,6.0,1,1.0,1,1.0,0.0,4.0,5833
10441,4,5,0,52,132.0,2.0,40.0,240,7.0,0,2.0,1,1.0,0.0,5.0,47833
10445,4,1,1,52,1.0,1.0,55.0,130,3.0,0,3.0,1,0.0,1.0,2.0,2969
10450,4,2,1,30,12.0,2.0,30.0,188,7.0,0,2.0,1,1.0,0.0,5.0,14388
10457,4,2,0,37,120.0,1.0,48.0,277,6.0,1,1.0,1,1.0,0.0,5.0,3797
10460,4,2,1,65,120.0,1.0,48.0,277,3.0,0,3.0,1,0.0,1.0,2.0,972
10466,4,5,0,26,48.0,1.0,48.0,229,7.0,0,1.0,1,1.0,0.0,5.0,19444
10469,4,1,1,34,60.0,1.0,40.0,234,7.0,0,1.0,1,1.0,0.0,3.0,11666
10472,4,6,0,77,360.0,3.0,70.0,138,1.0,0,1.0,1,1.0,1.0,1.0,2604
10474,4,6,0,57,444.0,1.0,60.0,138,7.0,0,1.0,1,1.0,1.0,2.0,24694
10476,4,6,1,54,32.0,1.0,32.0,243,7.0,0,1.0,1,1.0,0.0,5.0,218750
10481,4,1,1,33,6.0,1.0,72.0,197,1.0,0,,1,0.0,1.0,2.0,2916
10499,4,6,0,31,64.0,3.0,50.0,298,6.0,1,1.0,1,1.0,1.0,2.0,3649
10509,4,2,0,26,24.0,1.0,48.0,290,6.0,1,,1,0.0,1.0,2.0,3797
10510,4,2,0,56,24.0,1.0,20.0,290,3.0,0,,1,0.0,1.0,2.0,2333
10511,4,2,1,27,24.0,1.0,48.0,290,6.0,1,,1,0.0,1.0,2.0,3797
10512,4,5,0,54,4.0,1.0,48.0,186,7.0,0,1.0,1,1.0,0.0,5.0,21875
10514,4,5,1,24,16.0,1.0,48.0,186,7.0,0,1.0,1,1.0,0.0,5.0,9722
10520,4,3,1,25,60.0,1.0,48.0,208,7.0,0,1.0,1,1.0,0.0,5.0,9722
10524,4,6,0,36,144.0,3.0,60.0,149,5.0,0,1.0,1,1.0,1.0,1.0,4977
10527,4,2,1,23,5.0,1.0,48.0,268,6.0,1,1.0,1,1.0,0.0,5.0,4715
10533,4,4,1,33,8.0,1.0,40.0,243,7.0,0,1.0,1,1.0,0.0,5.0,43750
10535,4,3,1,30,1.0,1.0,24.0,258,6.0,1,3.0,1,0.0,1.0,2.0,2333
10536,4,3,1,28,2.0,2.0,30.0,258,7.0,0,2.0,1,1.0,0.0,5.0,14777
10537,4,3,1,35,48.0,1.0,48.0,234,5.0,0,1.0,1,1.0,0.0,5.0,3797
10539,4,4,1,30,24.0,1.0,22.0,243,7.0,0,1.0,1,1.0,0.0,5.0,63636
10545,4,2,1,30,12.0,1.0,48.0,246,6.0,1,1.0,1,1.0,0.0,5.0,3797
10549,4,2,0,42,3.0,1.0,48.0,240,6.0,1,1.0,1,1.0,0.0,3.0,3797
10552,4,3,0,37,3.0,1.0,48.0,210,7.0,0,1.0,1,1.0,0.0,4.0,5347
10553,4,4,0,25,48.0,1.0,40.0,240,7.0,0,1.0,1,0.0,0.0,3.0,4557
10560,4,3,1,27,96.0,1.0,54.0,322,6.0,1,1.0,1,1.0,1.0,2.0,8641
10561,4,3,0,25,18.0,1.0,48.0,322,7.0,0,1.0,1,1.0,0.0,3.0,7291
10563,4,2,1,55,6.0,1.0,50.0,150,5.0,0,1.0,1,1.0,0.0,3.0,4900
10565,4,2,1,22,1.0,1.0,60.0,150,6.0,1,,1,0.0,1.0,2.0,3266
10569,4,3,0,42,120.0,1.0,48.0,319,7.0,0,1.0,1,1.0,0.0,5.0,12152
10571,4,2,1,37,144.0,1.0,48.0,229,7.0,0,1.0,1,1.0,0.0,5.0,4958
10574,4,2,1,62,12.0,1.0,48.0,226,4.0,0,1.0,1,1.0,1.0,2.0,3888
10575,4,3,0,50,216.0,2.0,40.0,240,7.0,0,2.0,1,1.0,0.0,5.0,10500
10576,4,3,1,28,53.0,1.0,48.0,274,7.0,0,1.0,1,1.0,0.0,3.0,32083
10581,4,2,0,22,4.0,1.0,56.0,222,5.0,0,,1,0.0,1.0,2.0,3333
10583,4,2,1,28,2.0,1.0,48.0,222,6.0,1,,1,0.0,1.0,2.0,3645
10587,4,2,1,28,110.0,2.0,90.0,247,7.0,0,2.0,1,1.0,0.0,5.0,3318
10595,4,2,1,18,12.0,1.0,66.0,176,5.0,0,,1,0.0,0.0,3.0,3181
10599,4,3,0,50,60.0,1.0,60.0,240,6.0,1,1.0,1,0.0,1.0,2.0,3500
10601,4,2,0,35,1.0,1.0,50.0,232,7.0,0,,1,0.0,1.0,2.0,2053
10603,4,2,1,34,3.0,1.0,60.0,232,7.0,0,,1,0.0,0.0,4.0,3111
10605,4,2,1,51,8.0,1.0,48.0,222,4.0,0,1.0,1,1.0,0.0,5.0,3797
10607,4,2,1,46,8.0,1.0,48.0,255,4.0,0,1.0,1,1.0,0.0,5.0,4861
10608,4,2,0,35,36.0,3.0,48.0,322,6.0,1,3.0,1,0.0,1.0,1.0,3888
10609,4,2,1,41,48.0,1.0,48.0,322,7.0,0,1.0,1,1.0,1.0,2.0,3888
10611,4,2,1,35,48.0,1.0,48.0,255,6.0,1,1.0,1,1.0,0.0,4.0,4861
10613,4,3,1,50,132.0,1.0,50.0,208,6.0,1,1.0,1,1.0,0.0,4.0,3966
10616,4,3,0,46,84.0,1.0,50.0,243,7.0,0,1.0,1,1.0,0.0,5.0,3645
10622,4,2,1,51,276.0,1.0,48.0,278,6.0,1,1.0,1,1.0,0.0,5.0,4812
10624,4,2,0,47,24.0,1.0,48.0,278,6.0,1,1.0,1,1.0,0.0,4.0,3888
10625,4,2,1,32,12.0,1.0,60.0,278,7.0,0,1.0,1,1.0,1.0,2.0,3694
10626,4,2,1,22,24.0,1.0,48.0,278,6.0,1,1.0,1,1.0,0.0,5.0,3888
10628,4,2,1,21,12.0,1.0,60.0,278,6.0,1,1.0,1,1.0,1.0,2.0,3500
10629,4,2,0,21,18.0,1.0,48.0,278,7.0,0,1.0,1,1.0,0.0,3.0,3888
10631,4,2,0,36,144.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,5.0,3797
10632,4,2,1,27,60.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,5.0,3797
10638,4,2,1,42,4.0,1.0,48.0,203,4.0,0,1.0,1,0.0,1.0,2.0,3888
10644,4,2,1,22,9.0,1.0,48.0,254,7.0,0,1.0,1,1.0,0.0,5.0,4618
10645,4,3,0,19,2.0,1.0,16.0,186,7.0,0,1.0,1,1.0,0.0,5.0,4520
10648,4,3,1,48,123.0,2.0,40.0,180,7.0,0,1.0,1,1.0,0.0,5.0,14379
10651,4,3,1,31,24.0,1.0,66.0,258,6.0,1,1.0,1,1.0,0.0,5.0,4489
10652,4,3,1,26,15.0,1.0,55.0,258,7.0,0,1.0,1,1.0,0.0,5.0,8484
10654,4,2,1,31,18.0,1.0,48.0,290,5.0,0,1.0,1,1.0,0.0,5.0,6805
10655,4,2,0,32,18.0,1.0,48.0,290,6.0,1,1.0,1,1.0,0.0,4.0,4375
10658,4,2,0,36,60.0,3.0,24.0,289,6.0,1,1.0,1,0.0,1.0,1.0,4861
10659,4,2,1,35,60.0,1.0,72.0,289,6.0,1,1.0,1,1.0,0.0,5.0,4212
10663,4,3,0,46,288.0,1.0,40.0,212,7.0,0,1.0,1,1.0,0.0,3.0,9333
10665,4,3,0,23,2.0,1.0,40.0,212,7.0,0,1.0,1,1.0,0.0,5.0,4557
10666,4,3,1,19,3.0,1.0,48.0,212,6.0,1,1.0,1,1.0,0.0,5.0,4861
10668,4,2,0,25,11.0,3.0,55.0,289,6.0,1,1.0,1,0.0,1.0,1.0,636
10670,4,2,0,18,0.0,1.0,9.0,219,6.0,1,1.0,1,0.0,1.0,2.0,648
10672,4,3,0,35,30.0,2.0,40.0,289,7.0,0,2.0,1,1.0,0.0,5.0,10033
10674,4,2,0,40,168.0,1.0,40.0,188,7.0,0,1.0,1,1.0,0.0,5.0,7583
10678,4,2,1,57,70.0,1.0,70.0,242,4.0,0,1.0,1,1.0,0.0,4.0,4000
10683,4,2,1,29,13.0,1.0,48.0,242,6.0,1,1.0,1,1.0,0.0,5.0,4034
10685,4,2,0,55,36.0,1.0,60.0,231,4.0,0,1.0,1,0.0,1.0,2.0,1555
10686,4,2,0,47,12.0,1.0,48.0,210,4.0,0,1.0,1,1.0,1.0,2.0,3888
10688,4,2,1,31,108.0,1.0,48.0,210,6.0,1,1.0,1,1.0,0.0,5.0,4861
10689,4,2,1,47,1.0,1.0,48.0,216,5.0,0,1.0,1,1.0,0.0,4.0,5833
10690,4,2,0,45,6.0,3.0,40.0,216,5.0,0,1.0,1,1.0,1.0,2.0,6125
10692,4,2,1,21,12.0,1.0,40.0,216,5.0,0,3.0,1,0.0,1.0,2.0,1458
10696,4,2,1,48,1.0,1.0,48.0,243,5.0,0,1.0,1,1.0,0.0,4.0,3797
10697,4,2,0,27,1.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,4.0,3797
10699,4,3,0,36,192.0,1.0,48.0,210,7.0,0,1.0,1,1.0,0.0,5.0,12638
10700,4,3,0,23,2.0,1.0,48.0,210,7.0,0,3.0,1,0.0,0.0,5.0,3797
10702,4,6,0,39,24.0,1.0,48.0,287,7.0,0,1.0,1,1.0,0.0,5.0,29166
10704,4,3,1,21,1.0,1.0,24.0,293,7.0,0,2.0,1,0.0,1.0,2.0,1555
10705,4,3,1,24,24.0,1.0,16.0,293,7.0,0,,1,0.0,0.0,5.0,4666
10709,4,3,1,26,48.0,1.0,48.0,202,7.0,0,1.0,1,1.0,0.0,5.0,5468
10710,4,3,0,32,30.0,1.0,48.0,202,7.0,0,1.0,1,1.0,0.0,5.0,4666
10713,4,2,0,29,11.0,1.0,48.0,212,6.0,1,1.0,1,1.0,0.0,4.0,3797
10719,4,2,0,25,24.0,1.0,72.0,322,7.0,0,1.0,1,0.0,1.0,2.0,2531
10722,4,1,0,49,120.0,1.0,54.0,243,4.0,0,1.0,1,1.0,1.0,2.0,3375
10723,4,2,0,24,1.0,1.0,40.0,300,6.0,1,1.0,1,0.0,1.0,2.0,2450
10725,4,2,1,20,12.0,1.0,48.0,300,5.0,0,1.0,1,1.0,0.0,4.0,3797
10726,4,2,0,35,48.0,2.0,55.0,322,7.0,0,1.0,1,1.0,0.0,5.0,11878
10728,4,2,1,28,96.0,2.0,55.0,322,7.0,0,1.0,1,1.0,0.0,5.0,6703
10729,4,2,1,19,3.0,1.0,60.0,209,7.0,0,1.0,1,1.0,0.0,5.0,3038
10730,4,2,0,21,11.0,1.0,48.0,209,7.0,0,1.0,1,1.0,0.0,5.0,3797
10733,4,2,0,47,12.0,1.0,45.0,209,7.0,0,1.0,1,1.0,0.0,5.0,4050
10737,4,3,0,40,54.0,1.0,48.0,209,7.0,0,1.0,1,1.0,0.0,5.0,5833
10740,4,2,0,27,18.0,1.0,48.0,371,6.0,1,1.0,1,1.0,0.0,5.0,3797
10747,4,1,1,27,4.0,1.0,72.0,368,6.0,1,1.0,1,1.0,0.0,5.0,3888
10750,4,5,0,45,12.0,1.0,66.0,368,7.0,0,1.0,1,1.0,0.0,5.0,35353
10752,4,5,1,46,192.0,1.0,45.0,368,7.0,0,1.0,1,1.0,0.0,5.0,51851
10755,4,2,0,38,4.0,3.0,48.0,240,5.0,0,3.0,1,0.0,1.0,1.0,3645
10761,4,2,0,39,10.0,1.0,40.0,234,6.0,1,1.0,1,1.0,0.0,5.0,4557
10766,4,2,1,40,12.0,1.0,48.0,246,5.0,0,1.0,1,1.0,0.0,3.0,3888
10770,4,2,0,27,7.0,1.0,48.0,322,6.0,1,1.0,1,1.0,0.0,5.0,3797
10777,4,2,0,22,24.0,1.0,60.0,332,5.0,0,1.0,1,1.0,1.0,2.0,3038
10787,4,2,0,29,4.0,3.0,48.0,335,6.0,1,1.0,1,0.0,1.0,1.0,4375
10789,4,2,0,18,0.0,1.0,48.0,335,7.0,0,1.0,1,1.0,0.0,4.0,3797
10790,4,5,0,26,24.0,1.0,48.0,240,7.0,0,1.0,1,1.0,0.0,5.0,12152
10791,4,2,0,59,480.0,3.0,48.0,231,4.0,0,1.0,1,1.0,1.0,1.0,3888
10792,4,1,1,27,4.0,1.0,50.0,128,6.0,1,1.0,1,0.0,0.0,5.0,4200
10794,4,1,1,55,42.0,1.0,48.0,107,1.0,0,1.0,1,1.0,0.0,5.0,3797
10803,4,2,0,19,8.0,1.0,48.0,177,7.0,0,1.0,1,1.0,0.0,5.0,5833
10809,4,1,1,42,110.0,1.0,45.0,107,7.0,0,1.0,1,1.0,0.0,5.0,8814
