,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,fweight,maxEducLevel,college,regSalud,pea,formal,microEmpresa,sizeFirm,y_salary_m_hu
25105,10,2,1,24,12.0,1.0,8.0,205,7.0,0,1.0,1,0.0,0.0,5.0,5833
25107,10,2,0,50,24.0,3.0,48.0,158,6.0,1,1.0,1,1.0,1.0,1.0,3797
25111,10,2,0,47,84.0,1.0,48.0,242,6.0,1,1.0,1,1.0,0.0,5.0,3797
25115,10,2,0,35,5.0,1.0,48.0,313,7.0,0,1.0,1,1.0,0.0,5.0,4375
25116,10,2,0,50,13.0,1.0,48.0,206,6.0,1,1.0,1,1.0,0.0,3.0,3888
25118,10,2,0,56,252.0,1.0,40.0,206,5.0,0,1.0,1,1.0,0.0,5.0,4557
25120,10,2,0,39,3.0,1.0,40.0,195,6.0,1,1.0,1,1.0,1.0,2.0,4557
25121,10,2,1,45,9.0,1.0,65.0,195,5.0,0,1.0,1,1.0,0.0,5.0,2804
25122,10,2,1,22,15.0,1.0,50.0,195,7.0,0,1.0,1,1.0,0.0,4.0,3645
25125,10,2,0,44,24.0,3.0,50.0,225,5.0,0,1.0,1,1.0,1.0,1.0,4666
25127,10,2,1,20,2.0,1.0,48.0,225,6.0,1,1.0,1,1.0,0.0,5.0,3797
25128,10,2,1,18,2.0,1.0,48.0,225,6.0,1,1.0,1,1.0,0.0,5.0,3797
25130,10,2,0,33,2.0,1.0,48.0,238,6.0,1,1.0,1,1.0,0.0,5.0,3797
25136,10,2,1,45,112.0,1.0,48.0,181,7.0,0,1.0,1,1.0,0.0,5.0,9095
25137,10,2,0,19,0.0,1.0,40.0,181,7.0,0,1.0,1,1.0,0.0,5.0,4557
25139,10,3,1,35,72.0,1.0,48.0,237,7.0,0,1.0,1,1.0,0.0,5.0,7291
25141,10,3,0,49,65.0,2.0,40.0,244,7.0,0,1.0,1,1.0,0.0,5.0,11550
25151,10,2,1,28,10.0,1.0,60.0,380,6.0,1,1.0,1,1.0,0.0,4.0,4083
25153,10,2,1,23,8.0,1.0,48.0,380,6.0,1,1.0,1,1.0,0.0,5.0,6319
25156,10,2,0,23,6.0,1.0,48.0,158,7.0,0,1.0,1,1.0,0.0,4.0,3888
25161,10,2,1,39,134.0,1.0,48.0,200,5.0,0,,1,0.0,0.0,4.0,3797
25163,10,3,0,26,1.0,1.0,54.0,244,7.0,0,1.0,1,1.0,0.0,5.0,5185
25165,10,3,1,36,144.0,1.0,48.0,302,7.0,0,1.0,1,1.0,0.0,5.0,9722
25166,10,3,0,33,1.0,1.0,48.0,302,7.0,0,1.0,1,1.0,0.0,4.0,3797
25179,10,2,1,33,12.0,1.0,48.0,253,6.0,1,1.0,1,1.0,0.0,5.0,3797
25181,10,3,1,37,60.0,1.0,48.0,237,7.0,0,1.0,1,1.0,0.0,3.0,8263
25185,10,4,0,58,240.0,1.0,48.0,223,7.0,0,1.0,1,1.0,0.0,5.0,7291
25187,10,3,1,29,120.0,1.0,48.0,200,7.0,0,1.0,1,1.0,0.0,3.0,3888
25188,10,3,0,24,24.0,1.0,48.0,200,7.0,0,1.0,1,1.0,0.0,3.0,3888
25190,10,2,0,48,2.0,3.0,70.0,240,7.0,0,1.0,1,0.0,1.0,2.0,4000
25191,10,2,1,24,1.0,1.0,50.0,240,6.0,1,3.0,1,0.0,1.0,2.0,4666
25194,10,3,0,33,10.0,1.0,48.0,244,7.0,0,1.0,1,1.0,0.0,5.0,14962
25197,10,2,1,38,72.0,1.0,48.0,273,6.0,1,1.0,1,1.0,0.0,5.0,3797
25198,10,2,0,36,3.0,1.0,48.0,273,6.0,1,1.0,1,1.0,0.0,5.0,3797
25199,10,2,1,44,24.0,1.0,66.0,214,4.0,0,3.0,1,0.0,1.0,2.0,3181
25200,10,2,0,40,4.0,3.0,40.0,214,6.0,1,3.0,1,0.0,1.0,1.0,4666
25204,10,3,0,58,36.0,3.0,48.0,181,5.0,0,1.0,1,1.0,1.0,1.0,3797
25205,10,3,1,25,6.0,1.0,48.0,181,7.0,0,1.0,1,1.0,0.0,5.0,3797
25206,10,3,0,19,9.0,1.0,48.0,181,6.0,1,1.0,1,1.0,0.0,5.0,3797
25208,10,2,1,25,60.0,1.0,48.0,220,3.0,0,1.0,1,1.0,0.0,3.0,3797
25215,10,3,0,30,6.0,1.0,16.0,273,6.0,1,1.0,1,0.0,0.0,4.0,14583
25216,10,3,1,44,24.0,1.0,48.0,273,7.0,0,1.0,1,1.0,0.0,4.0,7291
25217,10,2,1,54,168.0,1.0,48.0,218,6.0,1,1.0,1,1.0,0.0,5.0,3797
25218,10,2,0,55,120.0,1.0,48.0,218,6.0,1,1.0,1,1.0,1.0,2.0,3797
25219,10,2,0,31,120.0,1.0,48.0,218,6.0,1,1.0,1,1.0,0.0,5.0,3797
25220,10,2,0,26,48.0,1.0,48.0,218,6.0,1,1.0,1,1.0,0.0,5.0,3797
25226,10,2,0,33,1.0,1.0,16.0,243,6.0,1,3.0,1,0.0,1.0,2.0,3500
25240,10,4,1,60,140.0,2.0,48.0,246,7.0,0,1.0,1,1.0,0.0,5.0,24305
25242,10,4,1,60,144.0,1.0,48.0,269,7.0,0,1.0,1,1.0,0.0,5.0,34027
25243,10,4,0,52,36.0,1.0,48.0,269,7.0,0,1.0,1,1.0,0.0,4.0,34027
25256,10,2,0,56,336.0,1.0,48.0,246,4.0,0,1.0,1,1.0,0.0,4.0,3797
25257,10,3,1,64,84.0,1.0,48.0,235,5.0,0,1.0,1,0.0,1.0,2.0,4861
25260,10,2,1,48,85.0,1.0,48.0,237,7.0,0,1.0,1,1.0,0.0,5.0,4131
25261,10,2,0,32,48.0,1.0,48.0,215,7.0,0,1.0,1,1.0,0.0,5.0,10208
25262,10,2,1,24,1.0,1.0,48.0,215,7.0,0,1.0,1,0.0,0.0,3.0,3797
25272,10,2,0,31,6.0,1.0,24.0,253,6.0,1,3.0,1,0.0,1.0,2.0,4375
25273,10,2,1,23,24.0,1.0,60.0,253,5.0,0,3.0,1,0.0,1.0,2.0,3500
25277,10,2,0,37,36.0,1.0,48.0,206,6.0,1,1.0,1,1.0,0.0,5.0,3888
25284,10,3,1,38,24.0,2.0,48.0,208,7.0,0,1.0,1,1.0,0.0,5.0,5347
25285,10,3,0,24,15.0,1.0,48.0,211,7.0,0,1.0,1,1.0,0.0,5.0,9722
25287,10,3,1,34,120.0,1.0,50.0,253,5.0,0,1.0,1,0.0,1.0,2.0,5600
25288,10,3,0,28,7.0,1.0,48.0,253,6.0,1,1.0,1,1.0,0.0,5.0,5721
25293,10,2,1,29,2.0,1.0,48.0,220,7.0,0,,1,0.0,0.0,5.0,7000
25296,10,3,0,49,24.0,1.0,18.0,205,5.0,0,2.0,1,0.0,0.0,5.0,3888
25308,10,3,0,31,3.0,1.0,48.0,234,7.0,0,1.0,1,1.0,0.0,5.0,9654
25309,10,3,1,18,6.0,1.0,12.0,234,5.0,0,1.0,1,0.0,1.0,2.0,1944
25315,10,3,0,25,48.0,1.0,48.0,253,7.0,0,1.0,1,1.0,0.0,5.0,7777
25316,10,3,0,31,7.0,1.0,48.0,233,6.0,1,1.0,1,1.0,0.0,4.0,3888
25320,10,3,1,51,288.0,1.0,45.0,222,7.0,0,1.0,1,1.0,0.0,5.0,20740
25330,10,2,0,53,240.0,1.0,40.0,242,4.0,0,1.0,1,1.0,1.0,1.0,4557
25338,10,3,0,29,8.0,1.0,20.0,362,6.0,1,3.0,1,0.0,0.0,4.0,4900
25341,10,2,1,27,36.0,1.0,48.0,322,7.0,0,1.0,1,1.0,0.0,5.0,6805
25342,10,2,0,35,84.0,1.0,48.0,322,6.0,1,1.0,1,1.0,0.0,3.0,3797
25348,10,2,0,25,36.0,1.0,60.0,259,7.0,0,1.0,1,1.0,0.0,5.0,3111
25349,10,2,0,44,120.0,1.0,50.0,259,7.0,0,1.0,1,1.0,0.0,4.0,3948
25352,10,4,0,32,0.0,1.0,48.0,319,7.0,0,1.0,1,1.0,0.0,5.0,3888
25353,10,4,1,38,0.0,1.0,48.0,319,7.0,0,1.0,1,0.0,0.0,3.0,4375
25361,10,2,1,29,1.0,1.0,48.0,269,7.0,0,1.0,1,1.0,0.0,5.0,4520
25367,10,2,1,49,1.0,1.0,55.0,195,6.0,1,1.0,1,0.0,1.0,2.0,4666
25368,10,2,0,23,36.0,1.0,48.0,195,7.0,0,1.0,1,1.0,0.0,5.0,3797
25373,10,3,1,36,36.0,1.0,48.0,440,6.0,1,1.0,1,1.0,0.0,5.0,5006
25376,10,3,0,54,96.0,1.0,48.0,487,5.0,0,1.0,1,1.0,0.0,5.0,3797
25380,10,4,1,65,132.0,1.0,45.0,242,7.0,0,1.0,1,1.0,0.0,5.0,35777
25381,10,4,0,56,7.0,1.0,24.0,242,7.0,0,1.0,1,0.0,1.0,2.0,5833
25386,10,4,0,20,4.0,1.0,24.0,126,7.0,0,1.0,1,0.0,1.0,2.0,7777
25388,10,2,1,20,0.0,1.0,40.0,256,7.0,0,,1,0.0,1.0,2.0,2333
25389,10,2,1,47,60.0,1.0,70.0,256,4.0,0,1.0,1,0.0,1.0,2.0,4666
25398,10,3,1,71,84.0,1.0,72.0,492,4.0,0,1.0,1,1.0,1.0,2.0,1620
25400,10,3,1,54,180.0,1.0,60.0,475,6.0,1,1.0,1,1.0,0.0,4.0,5833
25402,10,3,1,26,9.0,1.0,91.0,431,7.0,0,,1,0.0,1.0,2.0,3076
25403,10,3,0,39,1.0,1.0,54.0,431,3.0,0,3.0,1,0.0,1.0,2.0,5185
25412,10,3,0,22,24.0,1.0,48.0,482,7.0,0,1.0,1,1.0,0.0,5.0,5833
25414,10,3,1,25,12.0,1.0,48.0,482,7.0,0,1.0,1,1.0,0.0,5.0,3797
25419,10,2,1,19,16.0,1.0,40.0,234,7.0,0,3.0,1,0.0,0.0,3.0,4083
25424,10,3,1,28,1.0,1.0,40.0,475,7.0,0,1.0,1,1.0,0.0,5.0,21000
25429,10,4,1,35,9.0,1.0,60.0,200,7.0,0,1.0,1,1.0,0.0,4.0,3038
25430,10,4,0,55,240.0,1.0,60.0,200,5.0,0,1.0,1,1.0,0.0,4.0,4277
25432,10,3,0,26,4.0,1.0,50.0,505,7.0,0,1.0,1,1.0,0.0,5.0,5600
25433,10,3,1,27,36.0,1.0,48.0,505,6.0,1,1.0,1,1.0,0.0,5.0,4180
25444,10,2,1,20,13.0,1.0,60.0,259,6.0,1,1.0,1,1.0,0.0,5.0,3888
25445,10,2,1,41,2.0,1.0,40.0,259,6.0,1,1.0,1,1.0,0.0,5.0,4557
25447,10,2,0,37,18.0,1.0,45.0,259,6.0,1,1.0,1,1.0,0.0,5.0,4050
25448,10,2,1,46,3.0,1.0,40.0,259,6.0,1,1.0,1,1.0,0.0,3.0,4557
25457,10,3,1,28,76.0,1.0,48.0,233,7.0,0,1.0,1,1.0,0.0,5.0,3888
25458,10,2,1,35,6.0,1.0,40.0,235,6.0,1,3.0,1,0.0,1.0,2.0,3500
25459,10,2,1,65,36.0,1.0,48.0,235,3.0,0,,1,0.0,0.0,3.0,4666
25464,10,3,0,35,12.0,1.0,48.0,318,6.0,1,1.0,1,1.0,0.0,4.0,3888
25469,10,3,1,59,360.0,1.0,48.0,249,5.0,0,1.0,1,1.0,0.0,4.0,3797
25470,10,3,1,29,60.0,1.0,48.0,249,7.0,0,1.0,1,1.0,0.0,5.0,6319
25473,10,5,1,39,4.0,1.0,48.0,371,7.0,0,1.0,1,1.0,1.0,2.0,29166
25475,10,2,0,26,14.0,1.0,45.0,191,7.0,0,1.0,1,1.0,0.0,5.0,4480
25481,10,2,1,48,72.0,1.0,48.0,242,4.0,0,1.0,1,1.0,0.0,5.0,3797
25487,10,2,1,25,54.0,1.0,48.0,160,6.0,1,1.0,1,1.0,0.0,4.0,3797
25488,10,5,1,51,360.0,1.0,45.0,139,7.0,0,1.0,1,1.0,0.0,5.0,57037
25491,10,5,0,51,30.0,1.0,48.0,139,7.0,0,1.0,1,1.0,0.0,5.0,26736
25492,10,5,0,62,17.0,3.0,65.0,139,5.0,0,1.0,1,1.0,1.0,1.0,2804
25494,10,5,0,26,8.0,1.0,16.0,208,7.0,0,1.0,1,0.0,0.0,4.0,2916
25498,10,5,0,30,8.0,1.0,16.0,208,7.0,0,,1,0.0,0.0,4.0,2916
25500,10,5,0,38,24.0,1.0,50.0,214,7.0,0,1.0,1,1.0,0.0,4.0,46666
25502,10,5,1,38,7.0,1.0,45.0,214,7.0,0,1.0,1,1.0,0.0,3.0,10370
25506,10,2,1,24,42.0,1.0,48.0,342,5.0,0,1.0,1,1.0,0.0,5.0,5638
25507,10,2,1,37,120.0,1.0,48.0,184,6.0,1,1.0,1,1.0,0.0,5.0,3797
25509,10,2,1,49,24.0,1.0,48.0,184,4.0,0,1.0,1,1.0,0.0,5.0,3797
25518,10,2,0,53,2.0,3.0,10.0,269,3.0,0,3.0,1,0.0,1.0,1.0,2333
25523,10,2,1,29,5.0,1.0,48.0,246,6.0,1,1.0,1,1.0,0.0,5.0,4861
25526,10,2,1,33,24.0,1.0,48.0,246,5.0,0,1.0,1,1.0,0.0,5.0,4375
25528,10,2,0,36,3.0,1.0,48.0,246,7.0,0,1.0,1,1.0,0.0,5.0,7291
25530,10,2,1,45,12.0,1.0,60.0,246,6.0,1,1.0,1,1.0,0.0,5.0,3038
25534,10,3,1,24,72.0,1.0,60.0,273,6.0,1,3.0,1,0.0,1.0,2.0,3888
25535,10,3,0,25,21.0,1.0,36.0,273,7.0,0,3.0,1,0.0,1.0,2.0,4407
25547,10,2,0,38,15.0,1.0,24.0,351,4.0,0,3.0,1,0.0,0.0,4.0,6805
25553,10,3,0,46,7.0,1.0,60.0,204,6.0,1,1.0,1,1.0,0.0,3.0,3111
25560,10,2,1,28,60.0,1.0,48.0,244,7.0,0,1.0,1,1.0,0.0,5.0,4861
25564,10,3,0,23,18.0,1.0,42.0,195,7.0,0,1.0,1,1.0,0.0,5.0,6666
25569,10,3,0,31,2.0,1.0,60.0,305,5.0,0,,1,0.0,1.0,2.0,3500
25575,10,3,0,34,5.0,1.0,55.0,205,7.0,0,1.0,1,0.0,0.0,4.0,6787
25576,10,3,1,31,36.0,1.0,48.0,205,7.0,0,1.0,1,1.0,0.0,5.0,4618
25580,10,2,1,45,1.0,1.0,48.0,263,5.0,0,3.0,1,0.0,1.0,2.0,7777
25583,10,2,1,48,0.0,1.0,45.0,263,6.0,1,1.0,1,1.0,0.0,5.0,4666
25603,10,3,1,56,36.0,1.0,60.0,339,6.0,1,1.0,1,1.0,1.0,2.0,4394
25604,10,3,0,46,10.0,3.0,48.0,339,7.0,0,1.0,1,1.0,1.0,2.0,4861
25605,10,3,0,46,96.0,1.0,45.0,233,6.0,1,1.0,1,1.0,0.0,5.0,4381
25606,10,3,1,45,240.0,1.0,48.0,233,6.0,1,1.0,1,1.0,0.0,5.0,11812
25609,10,3,0,47,144.0,1.0,48.0,237,6.0,1,1.0,1,1.0,0.0,5.0,3797
25610,10,3,0,52,132.0,1.0,48.0,237,7.0,0,1.0,1,0.0,0.0,4.0,4861
25612,10,3,1,25,27.0,1.0,48.0,227,6.0,1,1.0,1,1.0,0.0,5.0,3797
25613,10,3,0,58,240.0,2.0,48.0,174,7.0,0,1.0,1,1.0,0.0,5.0,12638
25616,10,3,1,35,120.0,1.0,48.0,195,7.0,0,1.0,1,1.0,0.0,4.0,3797
25618,10,3,0,47,96.0,1.0,48.0,195,7.0,0,1.0,1,1.0,0.0,4.0,4375
25625,10,3,1,39,3.0,1.0,48.0,273,6.0,1,1.0,1,1.0,0.0,5.0,7291
25626,10,3,0,41,165.0,3.0,48.0,273,6.0,1,1.0,1,1.0,1.0,1.0,3888
25628,10,3,0,26,36.0,1.0,48.0,233,7.0,0,1.0,1,1.0,0.0,5.0,19580
25629,10,3,1,26,7.0,1.0,48.0,233,7.0,0,1.0,1,1.0,0.0,4.0,6805
25630,10,3,0,25,7.0,1.0,48.0,225,6.0,1,1.0,1,1.0,0.0,5.0,4277
25631,10,3,0,56,72.0,3.0,50.0,225,6.0,1,1.0,1,1.0,1.0,1.0,3266
25635,10,2,0,29,24.0,1.0,55.0,328,6.0,1,1.0,1,1.0,0.0,4.0,3314
25639,10,3,0,27,72.0,1.0,48.0,237,7.0,0,1.0,1,1.0,0.0,5.0,7291
25641,10,3,1,47,288.0,2.0,60.0,237,7.0,0,2.0,1,1.0,0.0,5.0,8555
25647,10,2,0,25,7.0,1.0,50.0,391,6.0,1,1.0,1,1.0,0.0,5.0,3645
25652,10,3,1,52,4.0,1.0,48.0,232,4.0,0,1.0,1,1.0,0.0,4.0,4861
25659,10,3,1,50,36.0,1.0,48.0,237,5.0,0,1.0,1,1.0,0.0,4.0,5347
25662,10,1,1,45,24.0,1.0,48.0,242,4.0,0,1.0,1,1.0,0.0,5.0,3797
25663,10,3,1,27,12.0,1.0,60.0,237,6.0,1,,1,0.0,0.0,4.0,3500
25665,10,3,0,32,96.0,1.0,53.0,293,7.0,0,1.0,1,1.0,0.0,5.0,5723
25671,10,3,1,41,12.0,1.0,48.0,371,7.0,0,1.0,1,1.0,0.0,5.0,5833
25672,10,3,0,32,24.0,1.0,40.0,371,6.0,1,1.0,1,1.0,0.0,5.0,10500
25675,10,2,1,39,7.0,1.0,48.0,215,5.0,0,1.0,1,1.0,0.0,5.0,3797
25676,10,2,0,34,30.0,1.0,48.0,215,4.0,0,1.0,1,1.0,0.0,5.0,4861
25677,10,3,0,29,48.0,2.0,60.0,244,7.0,0,2.0,1,1.0,0.0,5.0,5833
25678,10,3,1,48,30.0,1.0,67.0,200,6.0,1,,1,0.0,1.0,2.0,3134
25680,10,3,0,25,36.0,1.0,48.0,244,7.0,0,1.0,1,1.0,0.0,5.0,8750
25683,10,2,1,46,12.0,1.0,63.0,320,4.0,0,1.0,1,1.0,0.0,5.0,2893
25686,10,3,0,42,9.0,1.0,48.0,206,7.0,0,1.0,1,1.0,1.0,2.0,3797
25693,10,2,0,25,72.0,1.0,60.0,273,6.0,1,1.0,1,1.0,0.0,5.0,4277
25710,10,1,0,28,16.0,1.0,50.0,273,6.0,1,1.0,1,1.0,0.0,4.0,3645
25715,10,1,0,26,12.0,1.0,48.0,346,6.0,1,1.0,1,1.0,0.0,5.0,4131
25719,10,3,1,34,190.0,2.0,48.0,270,6.0,1,2.0,1,1.0,0.0,5.0,10208
25723,10,3,1,44,180.0,1.0,48.0,270,7.0,0,1.0,1,1.0,0.0,5.0,19444
25725,10,2,0,54,240.0,1.0,48.0,259,3.0,0,1.0,1,1.0,0.0,5.0,3888
25726,10,2,0,32,36.0,1.0,48.0,259,6.0,1,1.0,1,1.0,0.0,5.0,3797
25730,10,1,0,24,12.0,1.0,12.0,240,6.0,1,3.0,1,0.0,1.0,2.0,2916
25733,10,3,1,37,5.0,1.0,48.0,270,7.0,0,1.0,1,1.0,0.0,5.0,26736
25736,10,2,0,45,48.0,1.0,48.0,205,7.0,0,1.0,1,1.0,0.0,5.0,5833
25740,10,2,1,29,90.0,2.0,96.0,322,7.0,0,1.0,1,1.0,0.0,5.0,3019
25742,10,3,0,32,24.0,1.0,45.0,248,7.0,0,1.0,1,1.0,0.0,5.0,20740
25743,10,3,1,39,8.0,1.0,40.0,248,7.0,0,1.0,1,1.0,0.0,5.0,29166
25747,10,3,0,48,12.0,1.0,48.0,158,6.0,1,3.0,1,0.0,1.0,2.0,2916
25749,10,2,0,61,216.0,3.0,48.0,225,4.0,0,1.0,1,1.0,1.0,1.0,3797
25750,10,2,0,28,3.0,1.0,24.0,225,6.0,1,3.0,1,0.0,1.0,2.0,4083
25753,10,2,1,51,60.0,1.0,48.0,288,6.0,1,1.0,1,1.0,0.0,5.0,3888
25759,10,3,1,32,3.0,1.0,52.0,242,7.0,0,1.0,1,1.0,0.0,5.0,15705
25760,10,3,1,32,8.0,1.0,40.0,242,7.0,0,1.0,1,1.0,0.0,4.0,40833
25763,10,3,0,52,228.0,1.0,48.0,270,7.0,0,1.0,1,1.0,0.0,5.0,17500
25764,10,3,0,54,14.0,1.0,66.0,202,5.0,0,1.0,1,1.0,1.0,2.0,2761
25768,10,2,0,40,60.0,1.0,48.0,313,6.0,1,1.0,1,1.0,0.0,4.0,3797
25770,10,3,1,37,65.0,1.0,55.0,265,7.0,0,1.0,1,1.0,0.0,5.0,40274
25772,10,3,0,27,4.0,3.0,60.0,265,7.0,0,1.0,1,1.0,1.0,1.0,3038
25778,10,1,0,48,36.0,3.0,48.0,195,5.0,0,3.0,1,0.0,1.0,1.0,2916
25779,10,1,1,30,12.0,1.0,48.0,195,6.0,1,1.0,1,1.0,0.0,5.0,3797
25780,10,2,1,32,120.0,1.0,40.0,219,7.0,0,1.0,1,1.0,0.0,5.0,13416
25784,10,3,0,19,18.0,1.0,24.0,235,7.0,0,1.0,1,0.0,0.0,3.0,4861
25789,10,2,1,46,3.0,1.0,48.0,242,3.0,0,3.0,1,0.0,1.0,2.0,4131
25792,10,3,0,61,60.0,1.0,48.0,228,7.0,0,1.0,1,1.0,0.0,5.0,24305
25798,10,2,1,21,10.0,1.0,48.0,411,6.0,1,1.0,1,1.0,0.0,5.0,3797
25804,10,3,0,23,3.0,1.0,60.0,235,6.0,1,1.0,1,0.0,1.0,2.0,1944
25807,10,3,1,44,9.0,1.0,48.0,235,6.0,1,,1,0.0,0.0,5.0,2430
25808,10,3,0,35,6.0,1.0,48.0,235,6.0,1,,1,0.0,0.0,3.0,3888
25810,10,2,0,34,10.0,2.0,50.0,244,7.0,0,1.0,1,1.0,0.0,5.0,3835
25812,10,2,1,50,168.0,1.0,50.0,234,6.0,1,1.0,1,1.0,0.0,5.0,5600
25814,10,2,0,27,1.0,1.0,48.0,234,6.0,1,1.0,1,1.0,0.0,5.0,3797
25817,10,2,0,28,7.0,1.0,70.0,226,7.0,0,3.0,1,0.0,0.0,3.0,1750
25818,10,2,1,25,48.0,1.0,48.0,226,6.0,1,1.0,1,1.0,0.0,5.0,3797
25819,10,2,1,44,1.0,1.0,45.0,226,4.0,0,1.0,1,1.0,0.0,5.0,4050
25820,10,3,1,37,84.0,2.0,40.0,248,7.0,0,1.0,1,1.0,0.0,5.0,23333
25821,10,3,0,31,42.0,1.0,40.0,248,7.0,0,1.0,1,1.0,0.0,5.0,20416
25823,10,2,1,32,10.0,1.0,48.0,253,6.0,1,1.0,1,1.0,0.0,5.0,3797
25824,10,2,0,28,12.0,1.0,48.0,253,5.0,0,1.0,1,1.0,1.0,2.0,3500
25833,10,3,0,61,36.0,1.0,54.0,235,5.0,0,3.0,1,0.0,1.0,2.0,3888
25838,10,2,0,19,14.0,1.0,38.0,206,7.0,0,1.0,1,1.0,0.0,5.0,4236
25842,10,1,0,36,6.0,1.0,49.0,284,7.0,0,1.0,1,1.0,0.0,5.0,3720
25843,10,4,1,57,12.0,1.0,48.0,213,6.0,1,1.0,1,1.0,0.0,5.0,19444
25845,10,4,0,52,132.0,2.0,48.0,213,7.0,0,1.0,1,1.0,0.0,5.0,19444
25850,10,3,1,55,240.0,1.0,48.0,224,5.0,0,1.0,1,1.0,0.0,4.0,4375
25851,10,3,0,49,24.0,1.0,48.0,224,6.0,1,1.0,1,1.0,0.0,3.0,3888
25852,10,3,0,21,5.0,1.0,48.0,224,7.0,0,1.0,1,1.0,0.0,3.0,3888
25858,10,2,1,59,24.0,1.0,48.0,195,4.0,0,1.0,1,1.0,0.0,5.0,3797
25862,10,3,0,47,36.0,3.0,48.0,235,6.0,1,1.0,1,1.0,1.0,1.0,3888
25871,10,3,1,30,20.0,2.0,48.0,184,7.0,0,1.0,1,1.0,0.0,5.0,8750
25878,10,3,1,34,60.0,1.0,48.0,220,7.0,0,1.0,1,1.0,0.0,4.0,8263
25879,10,3,1,75,1.0,1.0,40.0,265,3.0,0,3.0,1,0.0,1.0,2.0,2916
25883,10,2,0,28,24.0,1.0,48.0,345,6.0,1,3.0,1,0.0,1.0,2.0,3402
25885,10,3,1,39,36.0,1.0,48.0,233,6.0,1,3.0,1,0.0,1.0,2.0,7291
25890,10,3,0,30,30.0,2.0,48.0,291,7.0,0,1.0,1,1.0,0.0,5.0,8750
25894,10,3,0,20,18.0,1.0,20.0,178,7.0,0,1.0,1,0.0,1.0,2.0,2800
25895,10,3,0,24,1.0,1.0,32.0,178,7.0,0,1.0,1,0.0,1.0,2.0,5833
25898,10,2,0,25,6.0,1.0,72.0,311,6.0,1,1.0,1,1.0,0.0,5.0,2531
25900,10,2,1,27,36.0,1.0,48.0,311,6.0,1,1.0,1,1.0,0.0,5.0,3797
25902,10,3,0,22,5.0,1.0,68.0,220,6.0,1,3.0,1,0.0,1.0,2.0,2573
25906,10,3,1,31,30.0,1.0,50.0,233,7.0,0,1.0,1,1.0,0.0,5.0,14700
25907,10,3,0,26,18.0,1.0,40.0,233,7.0,0,1.0,1,1.0,0.0,5.0,7000
25908,10,3,0,54,12.0,1.0,48.0,239,7.0,0,1.0,1,1.0,1.0,2.0,4861
25915,10,2,1,57,48.0,1.0,48.0,293,5.0,0,1.0,1,1.0,0.0,3.0,3797
25916,10,2,0,37,2.0,1.0,48.0,293,7.0,0,1.0,1,1.0,0.0,5.0,3797
25918,10,2,1,25,48.0,1.0,40.0,233,7.0,0,1.0,1,1.0,0.0,4.0,4557
25919,10,2,0,26,28.0,1.0,48.0,233,7.0,0,1.0,1,1.0,0.0,4.0,7048
25930,10,1,1,32,168.0,2.0,112.0,231,6.0,1,2.0,1,1.0,0.0,5.0,2604
25934,10,2,1,26,36.0,1.0,48.0,322,3.0,0,1.0,1,0.0,1.0,2.0,3797
25942,10,3,0,50,2.0,1.0,48.0,175,6.0,1,1.0,1,1.0,0.0,4.0,3797
25943,10,3,1,25,12.0,1.0,48.0,175,6.0,1,,1,0.0,0.0,3.0,4375
25950,10,2,1,35,108.0,1.0,48.0,322,6.0,1,1.0,1,1.0,0.0,5.0,6319
25951,10,2,0,40,84.0,1.0,48.0,322,7.0,0,1.0,1,1.0,0.0,4.0,10694
25954,10,2,1,30,36.0,1.0,48.0,248,7.0,0,1.0,1,1.0,0.0,5.0,4180
25957,10,3,0,39,9.0,1.0,50.0,197,7.0,0,1.0,1,1.0,0.0,5.0,8866
25967,10,3,0,37,132.0,1.0,40.0,343,7.0,0,1.0,1,1.0,0.0,5.0,29166
25968,10,3,1,42,120.0,1.0,40.0,343,7.0,0,1.0,1,1.0,0.0,5.0,23333
25970,10,3,1,25,5.0,1.0,48.0,258,7.0,0,1.0,1,1.0,0.0,4.0,6805
25972,10,3,1,21,6.0,1.0,48.0,258,7.0,0,1.0,1,1.0,0.0,5.0,3801
25974,10,2,1,67,7.0,1.0,48.0,292,4.0,0,1.0,1,1.0,0.0,5.0,3797
25977,10,3,0,53,5.0,1.0,48.0,244,6.0,1,1.0,1,1.0,0.0,5.0,5347
25982,10,4,1,41,60.0,1.0,50.0,139,7.0,0,1.0,1,1.0,0.0,3.0,23100
25990,10,3,0,31,12.0,3.0,40.0,242,7.0,0,1.0,1,1.0,1.0,1.0,4375
25995,10,3,0,53,1.0,3.0,16.0,295,5.0,0,1.0,1,0.0,1.0,1.0,3645
25997,10,3,0,31,42.0,1.0,48.0,295,7.0,0,1.0,1,1.0,0.0,5.0,5979
25998,10,3,1,25,63.0,1.0,48.0,295,7.0,0,1.0,1,1.0,0.0,5.0,14583
26001,10,3,1,53,10.0,1.0,48.0,195,7.0,0,1.0,1,1.0,0.0,4.0,3797
26002,10,3,0,23,3.0,1.0,50.0,195,7.0,0,1.0,1,0.0,0.0,5.0,3645
26005,10,4,0,41,24.0,1.0,40.0,322,7.0,0,1.0,1,1.0,0.0,5.0,58333
26006,10,4,1,36,18.0,1.0,40.0,322,7.0,0,1.0,1,1.0,0.0,5.0,16333
