,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,ingtot,fweight,maxEducLevel,college,regSalud,pea,formal,cuentaPropia,microEmpresa,sizeFirm
25392,10,3,0,40,132.0,2.0,30.0,1058653,511,7.0,0,2.0,1,1.0,0,0.0,5.0
25393,10,3,1,75,,,,934594,511,3.0,0,2.0,0,,0,,
25394,10,2,1,55,48.0,1.0,48.0,978085,278,4.0,0,1.0,1,1.0,0,0.0,4.0
25396,10,2,0,43,24.0,4.0,24.0,150000,278,4.0,0,1.0,1,0.0,1,1.0,1.0
25398,10,3,1,71,84.0,1.0,72.0,1187492,492,4.0,0,1.0,1,1.0,0,1.0,2.0
25399,10,3,0,69,,,,934594,492,5.0,0,1.0,0,,0,,
25400,10,3,1,54,180.0,1.0,60.0,1625000,475,6.0,1,1.0,1,1.0,0,0.0,4.0
25402,10,3,1,26,9.0,1.0,91.0,1200000,431,7.0,0,,1,0.0,0,1.0,2.0
25403,10,3,0,39,1.0,1.0,54.0,1490000,431,3.0,0,3.0,1,0.0,0,1.0,2.0
25404,10,3,0,22,36.0,4.0,48.0,800000,431,7.0,0,3.0,1,0.0,1,1.0,2.0
25405,10,4,1,84,,,,3000000,265,3.0,0,1.0,0,,0,,
25407,10,3,1,37,120.0,4.0,70.0,1200000,604,4.0,0,1.0,1,1.0,1,1.0,1.0
25409,10,4,0,83,,,,1200000,230,5.0,0,1.0,0,,0,,
25412,10,3,0,22,24.0,1.0,48.0,1330000,482,7.0,0,1.0,1,1.0,0,0.0,5.0
25413,10,3,1,51,96.0,4.0,48.0,1987492,482,6.0,1,1.0,1,1.0,1,1.0,1.0
25414,10,3,1,25,12.0,1.0,48.0,927786,482,7.0,0,1.0,1,1.0,0,0.0,5.0
25416,10,2,0,49,120.0,4.0,45.0,900000,234,6.0,1,3.0,1,0.0,1,1.0,1.0
25419,10,2,1,19,16.0,1.0,40.0,708000,234,7.0,0,3.0,1,0.0,0,0.0,3.0
25421,10,5,1,80,,,,4000000,242,7.0,0,1.0,0,,0,,
25423,10,5,0,74,,,,934594,242,7.0,0,1.0,0,,0,,
25424,10,3,1,28,1.0,1.0,40.0,3808333,475,7.0,0,1.0,1,1.0,0,0.0,5.0
25425,10,4,1,61,240.0,4.0,35.0,1000000,269,7.0,0,1.0,1,0.0,1,1.0,1.0
25426,10,4,0,50,24.0,5.0,48.0,10000000,269,7.0,0,2.0,1,0.0,0,1.0,2.0
25428,10,4,0,72,360.0,4.0,40.0,850000,200,6.0,1,1.0,1,0.0,1,1.0,1.0
25429,10,4,1,35,9.0,1.0,60.0,869453,200,7.0,0,1.0,1,1.0,0,0.0,4.0
25430,10,4,0,55,240.0,1.0,60.0,1788211,200,5.0,0,1.0,1,1.0,0,0.0,4.0
25432,10,3,0,26,4.0,1.0,50.0,1618211,505,7.0,0,1.0,1,1.0,0,0.0,5.0
25433,10,3,1,27,36.0,1.0,48.0,1179877,505,6.0,1,1.0,1,1.0,0,0.0,5.0
25435,10,3,1,35,108.0,5.0,60.0,2630000,524,7.0,0,1.0,1,1.0,0,0.0,3.0
25436,10,3,0,36,48.0,4.0,20.0,1800000,524,7.0,0,1.0,1,1.0,1,1.0,1.0
25438,10,4,1,48,60.0,4.0,50.0,2000000,242,7.0,0,1.0,1,1.0,1,1.0,1.0
25440,10,4,0,48,180.0,1.0,50.0,7158333,242,7.0,0,2.0,1,1.0,0,0.0,5.0
25443,10,2,0,63,18.0,4.0,24.0,500000,259,3.0,0,1.0,1,0.0,1,1.0,1.0
25444,10,2,1,20,13.0,1.0,60.0,1297377,259,6.0,1,1.0,1,1.0,0,0.0,5.0
25445,10,2,1,41,2.0,1.0,40.0,1369453,259,6.0,1,1.0,1,1.0,0,0.0,5.0
25447,10,2,0,37,18.0,1.0,45.0,1025786,259,6.0,1,1.0,1,1.0,0,0.0,5.0
25448,10,2,1,46,3.0,1.0,40.0,1292119,259,6.0,1,1.0,1,1.0,0,0.0,3.0
25450,10,1,1,52,60.0,4.0,60.0,850000,235,5.0,0,3.0,1,0.0,1,1.0,1.0
25451,10,1,0,87,,,,934594,235,3.0,0,3.0,0,,0,,
25452,10,1,1,81,,,,934594,235,3.0,0,3.0,0,,0,,
25454,10,2,1,37,4.0,4.0,48.0,800000,242,3.0,0,1.0,1,1.0,1,1.0,1.0
25455,10,2,0,42,,,,250000,242,4.0,0,1.0,0,,0,,
25457,10,3,1,28,76.0,1.0,48.0,973333,233,7.0,0,1.0,1,1.0,0,0.0,5.0
25458,10,2,1,35,6.0,1.0,40.0,600000,235,6.0,1,3.0,1,0.0,0,1.0,2.0
25459,10,2,1,65,36.0,1.0,48.0,960000,235,3.0,0,,1,0.0,0,0.0,3.0
25460,10,2,0,61,,,,934594,235,4.0,0,,0,,0,,
25462,10,3,1,71,360.0,4.0,48.0,1166666,318,4.0,0,1.0,1,0.0,1,1.0,1.0
25463,10,3,0,66,,,,934594,318,4.0,0,1.0,0,,0,,
25464,10,3,0,35,12.0,1.0,48.0,800000,318,6.0,1,1.0,1,1.0,0,0.0,4.0
25468,10,3,0,49,104.0,4.0,50.0,800000,249,4.0,0,1.0,1,0.0,1,1.0,1.0
25469,10,3,1,59,360.0,1.0,48.0,934556,249,5.0,0,1.0,1,1.0,0,0.0,4.0
25470,10,3,1,29,60.0,1.0,48.0,1408333,249,7.0,0,1.0,1,1.0,0,0.0,5.0
25473,10,5,1,39,4.0,1.0,48.0,6000000,371,7.0,0,1.0,1,1.0,0,1.0,2.0
25474,10,5,0,36,132.0,1.0,40.0,10933500,371,7.0,0,1.0,1,1.0,0,0.0,5.0
25475,10,2,0,26,14.0,1.0,45.0,1139211,191,7.0,0,1.0,1,1.0,0,0.0,5.0
25476,10,2,1,47,360.0,5.0,71.0,2000000,191,7.0,0,1.0,1,0.0,0,1.0,2.0
25477,10,2,0,49,,,,934594,191,5.0,0,1.0,0,,0,,
25478,10,2,0,23,18.0,4.0,40.0,1800000,191,7.0,0,1.0,1,1.0,1,0.0,4.0
25479,10,3,0,63,144.0,4.0,20.0,220000,230,5.0,0,3.0,1,0.0,1,1.0,1.0
25480,10,2,1,18,,,,934594,242,7.0,0,1.0,0,,0,,
25481,10,2,1,48,72.0,1.0,48.0,934556,242,4.0,0,1.0,1,1.0,0,0.0,5.0
25482,10,2,0,46,,,,934594,242,3.0,0,1.0,0,,0,,
25483,10,2,0,55,36.0,4.0,40.0,600000,160,4.0,0,3.0,1,0.0,1,0.0,3.0
25485,10,2,1,35,24.0,4.0,40.0,781242,160,5.0,0,1.0,1,0.0,1,1.0,1.0
25486,10,2,0,18,,,,934594,160,7.0,0,1.0,0,,0,,
25487,10,2,1,25,54.0,1.0,48.0,957536,160,6.0,1,1.0,1,1.0,0,0.0,4.0
25488,10,5,1,51,360.0,1.0,45.0,24953333,139,7.0,0,1.0,1,1.0,0,0.0,5.0
25491,10,5,0,51,30.0,1.0,48.0,5958333,139,7.0,0,1.0,1,1.0,0,0.0,5.0
25492,10,5,0,62,17.0,3.0,65.0,1820242,139,5.0,0,1.0,1,1.0,0,1.0,1.0
25493,10,5,1,45,36.0,1.0,48.0,8000000,208,7.0,0,1.0,1,0.0,0,0.0,4.0
25494,10,5,0,26,8.0,1.0,16.0,730000,208,7.0,0,1.0,1,0.0,0,0.0,4.0
25495,10,5,0,41,36.0,1.0,48.0,4341667,208,7.0,0,1.0,1,0.0,0,0.0,4.0
25496,10,5,1,28,,,,934594,208,7.0,0,1.0,0,,0,,
25498,10,5,0,30,8.0,1.0,16.0,200000,208,7.0,0,,1,0.0,0,0.0,4.0
25499,10,2,0,68,,,,500000,230,3.0,0,3.0,0,,0,,
25500,10,5,0,38,24.0,1.0,50.0,10000000,214,7.0,0,1.0,1,1.0,0,0.0,4.0
25501,10,5,0,64,,,,5100000,214,6.0,1,2.0,0,,0,,
25502,10,5,1,38,7.0,1.0,45.0,2033333,214,7.0,0,1.0,1,1.0,0,0.0,3.0
25505,10,2,0,26,,,,934594,342,5.0,0,1.0,0,,0,,
25506,10,2,1,24,42.0,1.0,48.0,1958377,342,5.0,0,1.0,1,1.0,0,0.0,5.0
25507,10,2,1,37,120.0,1.0,48.0,964453,184,6.0,1,1.0,1,1.0,0,0.0,5.0
25509,10,2,1,49,24.0,1.0,48.0,997036,184,4.0,0,1.0,1,1.0,0,0.0,5.0
25510,10,2,0,42,,,,934594,184,6.0,1,1.0,0,,0,,
25511,10,2,0,58,,,,687492,230,5.0,0,1.0,0,,0,,
25513,10,5,0,40,6.0,4.0,5.0,300000,253,7.0,0,1.0,1,0.0,1,1.0,1.0
25514,10,5,1,44,12.0,4.0,48.0,6000000,253,7.0,0,1.0,1,1.0,1,0.0,4.0
25516,10,2,1,43,1.0,1.0,54.0,1338953,302,6.0,1,1.0,1,0.0,0,1.0,2.0
25517,10,2,0,26,8.0,4.0,20.0,100000,302,6.0,1,1.0,1,0.0,1,1.0,1.0
25518,10,2,0,53,2.0,3.0,10.0,100000,269,3.0,0,3.0,1,0.0,0,1.0,1.0
25519,10,2,1,56,360.0,4.0,40.0,800000,269,7.0,0,1.0,1,0.0,1,1.0,1.0
25523,10,2,1,29,5.0,1.0,48.0,1000000,246,6.0,1,1.0,1,1.0,0,0.0,5.0
25524,10,2,0,57,,,,1167492,246,5.0,0,1.0,0,,0,,
25526,10,2,1,33,24.0,1.0,48.0,975000,246,5.0,0,1.0,1,1.0,0,0.0,5.0
25528,10,2,0,36,3.0,1.0,48.0,1744211,246,7.0,0,1.0,1,1.0,0,0.0,5.0
25529,10,2,0,28,,,,100000,246,5.0,0,,0,,0,,
25530,10,2,1,45,12.0,1.0,60.0,1231242,246,6.0,1,1.0,1,1.0,0,0.0,5.0
25531,10,3,0,59,,,,934594,246,5.0,0,2.0,0,,0,,
25532,10,3,1,69,,,,3800000,246,4.0,0,2.0,0,,0,,
25534,10,3,1,24,72.0,1.0,60.0,1000000,273,6.0,1,3.0,1,0.0,0,1.0,2.0
25535,10,3,0,25,21.0,1.0,36.0,720833,273,7.0,0,3.0,1,0.0,0,1.0,2.0
25536,10,3,1,45,72.0,4.0,56.0,1200000,247,5.0,0,3.0,1,0.0,1,1.0,2.0
25537,10,3,1,18,,,,350000,247,7.0,0,1.0,0,,0,,
25539,10,2,1,42,1.0,4.0,36.0,800000,236,6.0,1,1.0,1,0.0,1,0.0,5.0
25542,10,2,0,19,,,,83333,236,5.0,0,1.0,0,,0,,
25543,10,2,0,41,5.0,4.0,8.0,200000,236,6.0,1,1.0,1,0.0,1,1.0,1.0
25547,10,2,0,38,15.0,1.0,24.0,703000,351,4.0,0,3.0,1,0.0,0,0.0,4.0
25548,10,2,1,53,8.0,4.0,36.0,800000,351,7.0,0,3.0,1,0.0,1,1.0,1.0
25550,10,3,1,74,,,,1087492,204,3.0,0,1.0,0,,0,,
25551,10,3,0,66,,,,687492,204,3.0,0,1.0,0,,0,,
25553,10,3,0,46,7.0,1.0,60.0,888211,204,6.0,1,1.0,1,1.0,0,0.0,3.0
25558,10,2,1,63,120.0,4.0,70.0,700000,244,1.0,0,3.0,1,0.0,1,1.0,2.0
25559,10,2,0,68,,,,934594,244,1.0,0,3.0,0,,0,,
25560,10,2,1,28,60.0,1.0,48.0,1171544,244,7.0,0,1.0,1,1.0,0,0.0,5.0
25561,10,2,1,24,48.0,4.0,60.0,150000,244,6.0,1,3.0,1,0.0,1,1.0,2.0
25562,10,3,1,53,144.0,5.0,60.0,1400000,195,7.0,0,1.0,1,0.0,0,1.0,2.0
25563,10,3,0,53,144.0,5.0,60.0,1400000,195,6.0,1,1.0,1,0.0,0,1.0,2.0
25564,10,3,0,23,18.0,1.0,42.0,1288211,195,7.0,0,1.0,1,1.0,0,0.0,5.0
25565,10,2,1,51,72.0,4.0,48.0,1200000,237,6.0,1,3.0,1,0.0,1,1.0,1.0
25566,10,3,0,67,,,,934594,225,3.0,0,1.0,0,,0,,
25567,10,3,0,29,12.0,4.0,60.0,6000000,225,7.0,0,1.0,1,1.0,1,0.0,5.0
25569,10,3,0,31,2.0,1.0,60.0,900000,305,5.0,0,,1,0.0,0,1.0,2.0
25570,10,3,1,42,6.0,4.0,48.0,1000000,305,4.0,0,,1,0.0,1,1.0,1.0
25571,10,3,1,30,36.0,5.0,60.0,1500000,305,5.0,0,,1,0.0,0,1.0,2.0
25572,10,3,1,24,12.0,4.0,60.0,750000,305,5.0,0,,1,0.0,1,1.0,2.0
25573,10,3,0,47,9.0,4.0,15.0,200000,305,5.0,0,,1,0.0,1,1.0,1.0
25575,10,3,0,34,5.0,1.0,55.0,4760000,205,7.0,0,1.0,1,0.0,0,0.0,4.0
25576,10,3,1,31,36.0,1.0,48.0,1567377,205,7.0,0,1.0,1,1.0,0,0.0,5.0
25580,10,2,1,45,1.0,1.0,48.0,1720000,263,5.0,0,3.0,1,0.0,0,1.0,2.0
25581,10,2,0,52,6.0,4.0,12.0,120000,263,5.0,0,1.0,1,0.0,1,1.0,1.0
25582,10,2,0,19,,,,934594,263,5.0,0,1.0,0,,0,,
25583,10,2,1,48,0.0,1.0,45.0,988211,263,6.0,1,1.0,1,1.0,0,0.0,5.0
25584,10,2,1,21,14.0,4.0,45.0,700000,263,6.0,1,1.0,1,0.0,1,1.0,1.0
25585,10,2,0,73,,,,3900000,206,6.0,1,1.0,0,,0,,
25586,10,2,0,46,193.0,4.0,20.0,450000,206,3.0,0,3.0,1,0.0,1,1.0,1.0
25589,10,2,0,18,,,,934594,206,7.0,0,3.0,0,,0,,
25591,10,2,0,60,192.0,4.0,48.0,466666,161,1.0,0,3.0,1,0.0,1,1.0,1.0
25594,10,2,1,38,1.0,4.0,84.0,480000,161,7.0,0,3.0,1,0.0,1,0.0,5.0
25597,10,2,0,47,240.0,4.0,33.0,480000,161,3.0,0,3.0,1,0.0,1,1.0,1.0
25600,10,2,1,24,24.0,4.0,48.0,87000,161,5.0,0,,1,0.0,1,1.0,1.0
25603,10,3,1,56,36.0,1.0,60.0,1267000,339,6.0,1,1.0,1,1.0,0,1.0,2.0
25604,10,3,0,46,10.0,3.0,48.0,1343666,339,7.0,0,1.0,1,1.0,0,1.0,2.0
25605,10,3,0,46,96.0,1.0,45.0,1515833,233,6.0,1,1.0,1,1.0,0,0.0,5.0
25606,10,3,1,45,240.0,1.0,48.0,2638333,233,6.0,1,1.0,1,1.0,0,0.0,5.0
25607,10,3,0,86,,,,934594,237,6.0,1,1.0,0,,0,,
25608,10,3,1,93,,,,687492,237,4.0,0,1.0,0,,0,,
25609,10,3,0,47,144.0,1.0,48.0,966953,237,6.0,1,1.0,1,1.0,0,0.0,5.0
25610,10,3,0,52,132.0,1.0,48.0,1000000,237,7.0,0,1.0,1,0.0,0,0.0,4.0
25611,10,3,1,34,72.0,4.0,40.0,1200000,227,7.0,0,3.0,1,0.0,1,1.0,1.0
25612,10,3,1,25,27.0,1.0,48.0,1350743,227,6.0,1,1.0,1,1.0,0,0.0,5.0
25613,10,3,0,58,240.0,2.0,48.0,4433333,174,7.0,0,1.0,1,1.0,0,0.0,5.0
25614,10,3,0,83,,,,1900000,174,4.0,0,1.0,0,,0,,
25615,10,3,0,20,,,,934594,174,7.0,0,1.0,0,,0,,
25616,10,3,1,35,120.0,1.0,48.0,965556,195,7.0,0,1.0,1,1.0,0,0.0,4.0
25618,10,3,0,47,96.0,1.0,48.0,1094211,195,7.0,0,1.0,1,1.0,0,0.0,4.0
25620,10,3,1,45,24.0,4.0,45.0,1500000,265,4.0,0,1.0,1,0.0,1,1.0,2.0
25621,10,3,0,18,,,,934594,265,6.0,1,1.0,0,,0,,
25622,10,3,0,39,8.0,4.0,39.0,1500000,265,5.0,0,1.0,1,0.0,1,1.0,2.0
25625,10,3,1,39,3.0,1.0,48.0,1500000,273,6.0,1,1.0,1,1.0,0,0.0,5.0
25626,10,3,0,41,165.0,3.0,48.0,1014877,273,6.0,1,1.0,1,1.0,0,1.0,1.0
25627,10,3,0,69,,,,1760000,230,7.0,0,1.0,0,,0,,
25628,10,3,0,26,36.0,1.0,48.0,4744666,233,7.0,0,1.0,1,1.0,0,0.0,5.0
25629,10,3,1,26,7.0,1.0,48.0,1546544,233,7.0,0,1.0,1,1.0,0,0.0,4.0
25630,10,3,0,25,7.0,1.0,48.0,906250,225,6.0,1,1.0,1,1.0,0,0.0,5.0
25631,10,3,0,56,72.0,3.0,50.0,1100000,225,6.0,1,1.0,1,1.0,0,1.0,1.0
25634,10,2,0,51,12.0,4.0,60.0,400000,328,4.0,0,,1,0.0,1,1.0,1.0
25635,10,2,0,29,24.0,1.0,55.0,1065453,328,6.0,1,1.0,1,1.0,0,0.0,4.0
25636,10,2,0,47,,,,600000,206,5.0,0,1.0,0,,0,,
25638,10,3,1,61,108.0,5.0,40.0,2650000,265,5.0,0,1.0,1,0.0,0,1.0,2.0
25639,10,3,0,27,72.0,1.0,48.0,1713211,237,7.0,0,1.0,1,1.0,0,0.0,5.0
25640,10,3,0,45,,,,934594,237,7.0,0,2.0,0,,0,,
25641,10,3,1,47,288.0,2.0,60.0,2566666,237,7.0,0,2.0,1,1.0,0,0.0,5.0
25642,10,3,1,19,,,,934594,237,6.0,1,2.0,0,,0,,
25646,10,2,1,32,24.0,4.0,96.0,781242,391,6.0,1,1.0,1,0.0,1,0.0,5.0
25647,10,2,0,25,7.0,1.0,50.0,946119,391,6.0,1,1.0,1,1.0,0,0.0,5.0
25649,10,3,0,22,12.0,4.0,6.0,300000,232,6.0,1,,1,0.0,1,1.0,1.0
25651,10,3,0,48,,,,934594,232,3.0,0,1.0,0,,0,,
25652,10,3,1,52,4.0,1.0,48.0,1030833,232,4.0,0,1.0,1,1.0,0,0.0,4.0
25653,10,3,0,42,132.0,4.0,48.0,1708666,233,7.0,0,1.0,1,0.0,1,1.0,2.0
25654,10,3,1,51,132.0,4.0,48.0,500000,233,7.0,0,1.0,1,1.0,1,1.0,2.0
25657,10,2,0,24,5.0,4.0,48.0,900000,289,6.0,1,1.0,1,0.0,1,1.0,1.0
25658,10,2,1,40,240.0,5.0,70.0,1000000,289,3.0,0,1.0,1,0.0,0,1.0,2.0
25659,10,3,1,50,36.0,1.0,48.0,1271544,237,5.0,0,1.0,1,1.0,0,0.0,4.0
25660,10,1,0,44,,,,934594,242,5.0,0,1.0,0,,0,,
25661,10,1,1,19,9.0,4.0,6.0,360000,242,6.0,1,1.0,1,0.0,1,1.0,1.0
25662,10,1,1,45,24.0,1.0,48.0,936119,242,4.0,0,1.0,1,1.0,0,0.0,5.0
25663,10,3,1,27,12.0,1.0,60.0,1340000,237,6.0,1,,1,0.0,0,0.0,4.0
25665,10,3,0,32,96.0,1.0,53.0,1527544,293,7.0,0,1.0,1,1.0,0,0.0,5.0
25666,10,3,1,32,120.0,5.0,65.0,3000000,293,7.0,0,1.0,1,1.0,0,0.0,3.0
25667,10,3,0,54,,,,934594,293,6.0,1,1.0,0,,0,,
25668,10,3,0,26,1.0,7.0,40.0,934594,293,7.0,0,,1,0.0,0,1.0,2.0
25671,10,3,1,41,12.0,1.0,48.0,1406544,371,7.0,0,1.0,1,1.0,0,0.0,5.0
25672,10,3,0,32,24.0,1.0,40.0,2693833,371,6.0,1,1.0,1,1.0,0,0.0,5.0
25675,10,2,1,39,7.0,1.0,48.0,954453,215,5.0,0,1.0,1,1.0,0,0.0,5.0
25676,10,2,0,34,30.0,1.0,48.0,1231544,215,4.0,0,1.0,1,1.0,0,0.0,5.0
25677,10,3,0,29,48.0,2.0,60.0,1750000,244,7.0,0,2.0,1,1.0,0,0.0,5.0
25678,10,3,1,48,30.0,1.0,67.0,1265000,200,6.0,1,,1,0.0,0,1.0,2.0
25679,10,3,0,21,,,,934594,200,7.0,0,3.0,0,,0,,
25680,10,3,0,25,36.0,1.0,48.0,2025000,244,7.0,0,1.0,1,1.0,0,0.0,5.0
25683,10,2,1,46,12.0,1.0,63.0,934556,320,4.0,0,1.0,1,1.0,0,0.0,5.0
25684,10,2,0,38,,,,934594,320,1.0,0,3.0,0,,0,,
25686,10,3,0,42,9.0,1.0,48.0,869453,206,7.0,0,1.0,1,1.0,0,1.0,2.0
25689,10,3,0,34,17.0,4.0,66.0,1000000,262,6.0,1,,1,0.0,1,0.0,3.0
25690,10,3,1,18,2.0,4.0,54.0,500000,262,7.0,0,,1,0.0,1,1.0,2.0
25693,10,2,0,25,72.0,1.0,60.0,1213333,273,6.0,1,1.0,1,1.0,0,0.0,5.0
25694,10,2,1,42,2.0,4.0,54.0,1000000,273,5.0,0,1.0,1,0.0,1,1.0,2.0
25696,10,2,0,33,12.0,4.0,6.0,370000,285,5.0,0,3.0,1,0.0,1,1.0,1.0
25700,10,3,1,39,72.0,4.0,25.0,2400000,253,7.0,0,1.0,1,0.0,1,1.0,1.0
25701,10,3,0,32,,,,934594,253,7.0,0,1.0,0,,0,,
25704,10,1,1,31,72.0,4.0,80.0,1000000,282,6.0,1,1.0,1,0.0,1,1.0,2.0
25705,10,1,0,31,72.0,6.0,48.0,934594,282,6.0,1,1.0,1,0.0,0,1.0,2.0
25709,10,1,1,29,36.0,4.0,36.0,350000,273,5.0,0,1.0,1,0.0,1,1.0,1.0
25710,10,1,0,28,16.0,1.0,50.0,992743,273,6.0,1,1.0,1,1.0,0,0.0,4.0
25713,10,1,1,52,12.0,4.0,16.0,180000,346,3.0,0,3.0,1,0.0,1,1.0,1.0
25714,10,1,0,50,60.0,4.0,28.0,850000,346,5.0,0,3.0,1,0.0,1,1.0,1.0
25715,10,1,0,26,12.0,1.0,48.0,1043333,346,6.0,1,1.0,1,1.0,0,0.0,5.0
25716,10,1,1,78,,,,75000,346,3.0,0,3.0,0,,0,,
25719,10,3,1,34,190.0,2.0,48.0,2163333,270,6.0,1,2.0,1,1.0,0,0.0,5.0
25720,10,3,0,34,106.0,4.0,48.0,6000000,270,7.0,0,1.0,1,1.0,1,1.0,1.0
25722,10,3,0,38,36.0,4.0,40.0,4000000,270,7.0,0,1.0,1,1.0,1,1.0,1.0
25723,10,3,1,44,180.0,1.0,48.0,4000000,270,7.0,0,1.0,1,1.0,0,0.0,5.0
25725,10,2,0,54,240.0,1.0,48.0,1021544,259,3.0,0,1.0,1,1.0,0,0.0,5.0
25726,10,2,0,32,36.0,1.0,48.0,1346119,259,6.0,1,1.0,1,1.0,0,0.0,5.0
25729,10,1,1,28,48.0,4.0,72.0,1200000,240,5.0,0,3.0,1,0.0,1,1.0,1.0
25730,10,1,0,24,12.0,1.0,12.0,230000,240,6.0,1,3.0,1,0.0,0,1.0,2.0
25732,10,3,0,43,1.0,4.0,48.0,7350000,270,7.0,0,1.0,1,1.0,1,0.0,5.0
25733,10,3,1,37,5.0,1.0,48.0,5500000,270,7.0,0,1.0,1,1.0,0,0.0,5.0
25736,10,2,0,45,48.0,1.0,48.0,1448211,205,7.0,0,1.0,1,1.0,0,0.0,5.0
25740,10,2,1,29,90.0,2.0,96.0,2388332,322,7.0,0,1.0,1,1.0,0,0.0,5.0
25741,10,2,0,30,,,,934594,322,6.0,1,1.0,0,,0,,
25742,10,3,0,32,24.0,1.0,45.0,5092500,248,7.0,0,1.0,1,1.0,0,0.0,5.0
25743,10,3,1,39,8.0,1.0,40.0,6000000,248,7.0,0,1.0,1,1.0,0,0.0,5.0
25745,10,3,1,52,120.0,4.0,24.0,400000,158,5.0,0,3.0,1,0.0,1,1.0,1.0
25746,10,3,0,21,,,,934594,158,7.0,0,3.0,0,,0,,
25747,10,3,0,48,12.0,1.0,48.0,600000,158,6.0,1,3.0,1,0.0,0,1.0,2.0
25749,10,2,0,61,216.0,3.0,48.0,1587778,225,4.0,0,1.0,1,1.0,0,1.0,1.0
25750,10,2,0,28,3.0,1.0,24.0,420000,225,6.0,1,3.0,1,0.0,0,1.0,2.0
25752,10,2,0,61,12.0,4.0,48.0,200000,288,4.0,0,1.0,1,0.0,1,1.0,1.0
25753,10,2,1,51,60.0,1.0,48.0,954877,288,6.0,1,1.0,1,1.0,0,0.0,5.0
25754,10,3,1,79,,,,1000000,187,4.0,0,1.0,0,,0,,
25755,10,3,0,70,,,,600000,187,6.0,1,1.0,0,,0,,
25756,10,3,1,39,120.0,1.0,50.0,1069333,187,7.0,0,1.0,1,1.0,0,0.0,5.0
25757,10,3,1,37,96.0,1.0,40.0,963203,187,6.0,1,1.0,1,1.0,0,0.0,5.0
25758,10,3,0,24,24.0,4.0,40.0,800000,187,7.0,0,1.0,1,1.0,1,1.0,2.0
25759,10,3,1,32,3.0,1.0,52.0,3750000,242,7.0,0,1.0,1,1.0,0,0.0,5.0
25760,10,3,1,32,8.0,1.0,40.0,8233333,242,7.0,0,1.0,1,1.0,0,0.0,4.0
25761,10,2,0,60,36.0,4.0,10.0,308333,230,5.0,0,1.0,1,0.0,1,1.0,1.0
25762,10,3,1,20,,,,934594,270,7.0,0,1.0,0,,0,,
25763,10,3,0,52,228.0,1.0,48.0,7400000,270,7.0,0,1.0,1,1.0,0,0.0,5.0
25764,10,3,0,54,14.0,1.0,66.0,992744,202,5.0,0,1.0,1,1.0,0,1.0,2.0
25765,10,3,0,26,60.0,4.0,40.0,1700000,202,7.0,0,1.0,1,1.0,1,0.0,3.0
25768,10,2,0,40,60.0,1.0,48.0,1064556,313,6.0,1,1.0,1,1.0,0,0.0,4.0
25770,10,3,1,37,65.0,1.0,55.0,12917345,265,7.0,0,1.0,1,1.0,0,0.0,5.0
25771,10,3,0,34,3.0,1.0,18.0,1253083,265,7.0,0,1.0,1,1.0,0,0.0,5.0
25772,10,3,0,27,4.0,3.0,60.0,1969453,265,7.0,0,1.0,1,1.0,0,1.0,1.0
25775,10,3,1,42,120.0,4.0,48.0,4000000,291,7.0,0,1.0,1,0.0,1,1.0,1.0
25776,10,3,0,33,48.0,4.0,35.0,1200000,291,6.0,1,1.0,1,0.0,1,1.0,1.0
25778,10,1,0,48,36.0,3.0,48.0,600000,195,5.0,0,3.0,1,0.0,0,1.0,1.0
25779,10,1,1,30,12.0,1.0,48.0,1271953,195,6.0,1,1.0,1,1.0,0,0.0,5.0
25780,10,2,1,32,120.0,1.0,40.0,3600833,219,7.0,0,1.0,1,1.0,0,0.0,5.0
25781,10,2,0,56,240.0,4.0,49.0,1300000,219,7.0,0,1.0,1,0.0,1,1.0,1.0
25783,10,3,1,44,240.0,4.0,60.0,1800000,235,5.0,0,1.0,1,0.0,1,1.0,1.0
25784,10,3,0,19,18.0,1.0,24.0,500000,235,7.0,0,1.0,1,0.0,0,0.0,3.0
25785,10,2,0,76,120.0,4.0,25.0,1250000,246,4.0,0,1.0,1,0.0,1,1.0,1.0
25786,10,2,1,56,120.0,4.0,40.0,150000,246,1.0,0,1.0,1,0.0,1,1.0,1.0
25788,10,2,0,42,36.0,4.0,50.0,781242,206,4.0,0,1.0,1,1.0,1,1.0,1.0
25789,10,2,1,46,3.0,1.0,48.0,850000,242,3.0,0,3.0,1,0.0,0,1.0,2.0
25791,10,2,0,44,12.0,4.0,65.0,300000,242,4.0,0,3.0,1,0.0,1,1.0,1.0
25792,10,3,0,61,60.0,1.0,48.0,5696666,228,7.0,0,1.0,1,1.0,0,0.0,5.0
25793,10,3,0,28,1.0,4.0,12.0,400000,228,7.0,0,1.0,1,1.0,1,1.0,1.0
25798,10,2,1,21,10.0,1.0,48.0,988619,411,6.0,1,1.0,1,1.0,0,0.0,5.0
25800,10,2,1,48,,,,83333,200,3.0,0,3.0,0,,0,,
25801,10,2,0,20,3.0,4.0,48.0,600000,200,6.0,1,3.0,1,0.0,1,1.0,2.0
25802,10,3,0,59,,,,934594,235,5.0,0,,0,,0,,
25803,10,3,1,24,5.0,4.0,48.0,1000000,235,5.0,0,1.0,1,0.0,1,0.0,3.0
25804,10,3,0,23,3.0,1.0,60.0,500000,235,6.0,1,1.0,1,0.0,0,1.0,2.0
