,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,ingtot,fweight,maxEducLevel,college,regSalud,pea,formal,cuentaPropia,microEmpresa,sizeFirm
418,1,4,0,53,240.0,1.0,56.0,18000000,242,7.0,0,1.0,1,1.0,0,0.0,5.0
419,1,4,0,27,24.0,4.0,60.0,1500000,242,7.0,0,1.0,1,1.0,1,1.0,1.0
420,1,3,1,60,,,,934594,234,7.0,0,1.0,0,,0,,
421,1,3,0,86,,,,737717,234,3.0,0,1.0,0,,0,,
422,1,2,1,22,8.0,1.0,72.0,820857,235,6.0,1,1.0,1,1.0,0,0.0,5.0
423,1,2,0,79,,,,120000,235,1.0,0,3.0,0,,0,,
424,1,2,0,50,60.0,4.0,36.0,150000,235,5.0,0,1.0,1,0.0,1,1.0,1.0
426,1,1,1,46,3.0,1.0,48.0,820857,342,4.0,0,1.0,1,1.0,0,1.0,2.0
427,1,1,0,45,,,,934594,342,5.0,0,1.0,0,,0,,
428,1,1,1,42,14.0,4.0,48.0,800000,252,5.0,0,,1,0.0,1,1.0,1.0
429,1,1,1,18,4.0,1.0,54.0,862357,252,6.0,1,1.0,1,1.0,0,1.0,2.0
432,1,2,0,27,5.0,1.0,48.0,849857,412,6.0,1,1.0,1,1.0,0,0.0,5.0
434,1,2,0,52,264.0,1.0,48.0,1226473,412,7.0,0,1.0,1,1.0,0,0.0,5.0
435,1,2,0,25,,,,934594,412,6.0,1,1.0,0,,0,,
436,1,1,1,65,,,,120000,218,3.0,0,3.0,0,,0,,
437,1,1,1,64,48.0,4.0,40.0,90000,218,5.0,0,3.0,1,0.0,1,1.0,1.0
438,1,2,0,55,84.0,3.0,48.0,550000,254,6.0,1,2.0,1,0.0,0,1.0,1.0
439,1,2,1,37,12.0,1.0,48.0,1300000,205,7.0,0,1.0,1,1.0,0,0.0,5.0
441,1,2,0,46,60.0,4.0,48.0,1450000,205,7.0,0,1.0,1,1.0,1,1.0,1.0
442,1,1,1,63,176.0,1.0,48.0,833333,239,3.0,0,1.0,1,1.0,0,0.0,5.0
443,1,1,0,84,,,,700000,234,3.0,0,1.0,0,,0,,
444,1,1,1,55,,,,934594,234,5.0,0,3.0,0,,0,,
445,1,2,0,49,2.0,3.0,30.0,750000,239,4.0,0,1.0,1,0.0,0,1.0,1.0
446,1,2,1,22,0.0,1.0,48.0,850000,239,6.0,1,3.0,1,0.0,0,0.0,3.0
447,1,2,1,46,,,,649141,247,7.0,0,1.0,0,,0,,
448,1,2,1,44,36.0,1.0,48.0,1155000,247,7.0,0,1.0,1,1.0,0,0.0,5.0
449,1,2,1,74,,,,934594,247,4.0,0,1.0,0,,0,,
450,1,1,0,41,,,,350000,232,4.0,0,3.0,0,,0,,
451,1,1,1,23,7.0,1.0,48.0,850023,232,6.0,1,1.0,1,1.0,0,0.0,5.0
452,1,1,1,28,6.0,1.0,60.0,700000,232,3.0,0,3.0,1,0.0,0,0.0,5.0
454,1,4,1,68,,,,3500000,234,7.0,0,1.0,0,,0,,
455,1,4,0,64,,,,2600000,234,7.0,0,1.0,0,,0,,
458,1,1,1,41,48.0,1.0,48.0,820857,341,5.0,0,1.0,1,1.0,0,0.0,4.0
459,1,1,0,44,,,,934594,341,4.0,0,3.0,0,,0,,
462,1,2,1,45,360.0,1.0,48.0,1087140,194,6.0,1,1.0,1,1.0,0,0.0,5.0
463,1,2,0,44,300.0,1.0,45.0,1025640,194,6.0,1,1.0,1,1.0,0,1.0,2.0
464,1,2,0,19,,,,934594,194,7.0,0,1.0,0,,0,,
465,1,2,1,40,60.0,1.0,50.0,1266666,342,7.0,0,1.0,1,1.0,0,0.0,3.0
467,1,2,0,34,132.0,1.0,45.0,1132300,342,7.0,0,1.0,1,1.0,0,0.0,5.0
468,1,3,1,26,8.0,1.0,60.0,866690,388,6.0,1,1.0,1,1.0,0,1.0,2.0
469,1,3,0,23,12.0,1.0,40.0,941357,388,6.0,1,1.0,1,1.0,0,0.0,5.0
472,1,3,1,44,24.0,1.0,45.0,950000,263,4.0,0,3.0,1,0.0,0,0.0,3.0
474,1,3,0,20,4.0,1.0,48.0,900000,259,6.0,1,1.0,1,0.0,0,1.0,2.0
475,1,3,0,45,,,,934594,259,5.0,0,1.0,0,,0,,
477,1,3,1,44,24.0,1.0,48.0,911333,259,4.0,0,1.0,1,1.0,0,1.0,2.0
478,1,3,1,20,36.0,1.0,50.0,900000,259,5.0,0,1.0,1,0.0,0,1.0,2.0
479,1,3,1,21,24.0,1.0,48.0,1316473,259,6.0,1,1.0,1,1.0,0,0.0,4.0
480,1,3,1,22,36.0,1.0,40.0,1183333,259,6.0,1,1.0,1,1.0,0,1.0,2.0
481,1,1,0,22,,,,934594,350,6.0,1,1.0,0,,0,,
484,1,1,1,29,96.0,1.0,90.0,1037140,350,5.0,0,1.0,1,0.0,0,1.0,2.0
485,1,3,1,24,1.0,4.0,40.0,2800000,248,7.0,0,1.0,1,1.0,1,0.0,5.0
486,1,2,0,38,48.0,1.0,28.0,500000,205,6.0,1,1.0,1,0.0,0,1.0,2.0
488,1,2,1,43,24.0,1.0,40.0,800000,205,6.0,1,1.0,1,0.0,0,0.0,4.0
489,1,2,0,33,,,,934594,303,6.0,1,1.0,0,,0,,
491,1,2,1,32,12.0,1.0,48.0,1000000,303,6.0,1,1.0,1,1.0,0,1.0,2.0
492,1,2,0,44,9.0,4.0,24.0,776666,299,6.0,1,3.0,1,0.0,1,1.0,1.0
495,1,2,0,51,9.0,3.0,40.0,1095690,239,4.0,0,1.0,1,1.0,0,1.0,1.0
496,1,2,0,18,,,,300000,239,7.0,0,1.0,0,,0,,
497,1,2,0,19,48.0,1.0,24.0,160000,239,6.0,1,1.0,1,0.0,0,1.0,2.0
498,1,2,0,38,48.0,1.0,60.0,1286473,205,4.0,0,1.0,1,1.0,0,0.0,3.0
499,1,2,1,43,3.0,1.0,54.0,754383,205,4.0,0,1.0,1,1.0,0,0.0,5.0
501,1,2,1,54,36.0,1.0,40.0,1070857,263,6.0,1,1.0,1,1.0,0,0.0,5.0
503,1,2,0,67,204.0,4.0,30.0,1650000,342,5.0,0,1.0,1,0.0,1,1.0,1.0
504,1,2,0,77,,,,649191,234,4.0,0,1.0,0,,0,,
505,1,2,1,69,,,,934594,234,4.0,0,3.0,0,,0,,
506,1,2,0,79,,,,1050000,254,1.0,0,3.0,0,,0,,
507,1,2,1,21,2.0,1.0,48.0,737717,248,6.0,1,1.0,1,1.0,0,0.0,5.0
509,1,2,0,43,,,,934594,243,3.0,0,1.0,0,,0,,
510,1,2,1,20,,,,737717,243,6.0,1,1.0,0,,0,,
512,1,2,0,43,7.0,3.0,50.0,1032333,288,6.0,1,1.0,1,1.0,0,1.0,1.0
513,1,2,0,23,24.0,1.0,48.0,1419453,288,7.0,0,1.0,1,1.0,0,0.0,5.0
514,1,2,0,43,144.0,5.0,72.0,1300000,193,7.0,0,1.0,1,0.0,0,1.0,2.0
515,1,2,0,37,60.0,1.0,40.0,300000,193,4.0,0,3.0,1,0.0,0,1.0,2.0
516,1,2,0,24,3.0,1.0,30.0,240000,193,7.0,0,3.0,1,0.0,0,1.0,2.0
517,1,2,1,46,84.0,4.0,60.0,1000000,259,6.0,1,1.0,1,1.0,1,1.0,1.0
518,1,2,0,74,,,,915858,259,4.0,0,1.0,0,,0,,
520,1,2,0,43,6.0,1.0,40.0,1080857,254,6.0,1,1.0,1,1.0,0,0.0,4.0
522,1,2,1,43,99.0,1.0,48.0,1820333,254,7.0,0,1.0,1,1.0,0,0.0,5.0
524,1,2,1,33,5.0,1.0,50.0,800000,341,6.0,1,,1,0.0,0,0.0,3.0
528,1,2,0,55,,,,300000,246,3.0,0,1.0,0,,0,,
529,1,2,0,32,12.0,1.0,40.0,3075000,246,7.0,0,1.0,1,1.0,0,0.0,5.0
530,1,2,1,33,9.0,1.0,50.0,1152333,259,6.0,1,1.0,1,1.0,0,0.0,4.0
531,1,2,0,67,,,,649191,259,5.0,0,1.0,0,,0,,
532,1,2,1,52,168.0,1.0,48.0,2117140,205,6.0,1,1.0,1,1.0,0,0.0,5.0
533,1,2,0,23,36.0,1.0,43.0,1166473,205,7.0,0,1.0,1,1.0,0,0.0,4.0
534,1,2,0,49,,,,870000,205,6.0,1,1.0,0,,0,,
536,1,1,0,24,,,,934594,388,6.0,1,1.0,0,,0,,
538,1,1,1,35,132.0,1.0,72.0,1389193,388,6.0,1,1.0,1,1.0,0,0.0,5.0
539,1,1,0,23,3.0,1.0,48.0,911333,248,6.0,1,1.0,1,1.0,0,0.0,5.0
540,1,1,0,19,,,,934594,248,6.0,1,3.0,0,,0,,
542,1,1,0,21,36.0,1.0,72.0,800000,190,7.0,0,3.0,1,0.0,0,0.0,4.0
545,1,2,0,41,36.0,1.0,48.0,1441333,331,7.0,0,1.0,1,1.0,0,0.0,4.0
548,1,2,1,54,24.0,1.0,48.0,882333,331,5.0,0,1.0,1,1.0,0,0.0,3.0
550,1,4,0,55,,,,934594,227,7.0,0,2.0,0,,0,,
551,1,4,1,59,,,,3000000,227,7.0,0,2.0,0,,0,,
552,1,4,1,23,24.0,1.0,48.0,2166666,227,7.0,0,1.0,1,1.0,0,0.0,5.0
553,1,4,1,27,6.0,4.0,48.0,4600000,227,7.0,0,1.0,1,1.0,1,0.0,5.0
554,1,2,1,57,60.0,1.0,40.0,1350000,239,6.0,1,3.0,1,0.0,0,1.0,2.0
556,1,2,0,35,60.0,4.0,60.0,660000,179,7.0,0,1.0,1,1.0,1,0.0,4.0
559,1,5,0,33,48.0,1.0,32.0,10000000,250,7.0,0,1.0,1,1.0,0,0.0,5.0
560,1,3,0,51,,,,3070000,132,6.0,1,2.0,0,,0,,
561,1,3,1,63,48.0,3.0,40.0,600000,132,6.0,1,2.0,1,0.0,0,1.0,1.0
562,1,3,0,24,,,,934594,132,7.0,0,,0,,0,,
563,1,3,0,21,,,,934594,132,7.0,0,2.0,0,,0,,
565,1,5,1,41,136.0,1.0,48.0,20000000,303,7.0,0,1.0,1,1.0,0,0.0,5.0
566,1,5,0,38,24.0,1.0,48.0,8750000,303,7.0,0,1.0,1,1.0,0,0.0,5.0
567,1,3,1,68,,,,2700000,219,6.0,1,1.0,0,,0,,
568,1,3,0,64,,,,934594,219,6.0,1,1.0,0,,0,,
572,1,5,1,67,,,,8000000,238,7.0,0,1.0,0,,0,,
573,1,5,0,70,,,,6000000,238,7.0,0,1.0,0,,0,,
574,1,5,1,28,3.0,4.0,40.0,5800000,238,7.0,0,1.0,1,1.0,1,0.0,5.0
575,1,3,0,72,,,,1300000,259,5.0,0,2.0,0,,0,,
576,1,3,1,45,10.0,4.0,45.0,2163000,259,6.0,1,1.0,1,1.0,1,0.0,5.0
577,1,5,1,60,48.0,1.0,48.0,6437500,219,7.0,0,1.0,1,1.0,0,0.0,5.0
578,1,5,0,40,,,,934594,219,6.0,1,1.0,0,,0,,
582,1,3,0,49,1.0,3.0,48.0,900000,386,5.0,0,3.0,1,0.0,0,1.0,1.0
583,1,3,1,54,3.0,1.0,48.0,2400000,254,7.0,0,1.0,1,1.0,0,0.0,5.0
584,1,3,0,55,,,,2000000,254,6.0,1,1.0,0,,0,,
585,1,3,1,27,12.0,1.0,50.0,1383140,254,7.0,0,1.0,1,1.0,0,0.0,4.0
587,1,3,1,85,,,,900000,234,5.0,0,1.0,0,,0,,
588,1,3,0,64,,,,600000,234,4.0,0,1.0,0,,0,,
589,1,3,1,47,48.0,1.0,48.0,737717,156,4.0,0,1.0,1,1.0,0,0.0,4.0
590,1,3,0,48,,,,934594,156,7.0,0,1.0,0,,0,,
591,1,3,0,24,4.0,1.0,48.0,1150000,156,7.0,0,1.0,1,1.0,0,0.0,4.0
593,1,2,0,66,,,,1400000,238,4.0,0,1.0,0,,0,,
594,1,2,1,62,480.0,1.0,48.0,900000,238,4.0,0,1.0,1,1.0,0,0.0,5.0
595,1,2,1,44,11.0,1.0,60.0,1120000,238,6.0,1,1.0,1,1.0,0,0.0,4.0
596,1,3,0,70,,,,1400000,259,5.0,0,1.0,0,,0,,
597,1,3,1,42,8.0,1.0,48.0,2708333,259,7.0,0,1.0,1,1.0,0,0.0,5.0
598,1,2,1,63,360.0,1.0,48.0,1232333,226,4.0,0,1.0,1,1.0,0,0.0,5.0
599,1,2,0,57,,,,934594,226,3.0,0,1.0,0,,0,,
600,1,2,0,33,144.0,1.0,48.0,1166473,226,7.0,0,1.0,1,1.0,0,0.0,4.0
601,1,2,0,64,,,,934594,259,3.0,0,1.0,0,,0,,
605,1,3,1,34,60.0,4.0,40.0,7500000,429,7.0,0,1.0,1,1.0,1,0.0,4.0
606,1,3,0,34,69.0,4.0,20.0,3800000,429,7.0,0,1.0,1,1.0,1,0.0,4.0
607,1,3,0,50,336.0,1.0,48.0,1154383,291,5.0,0,1.0,1,1.0,0,0.0,4.0
608,1,3,0,30,48.0,1.0,48.0,1083333,291,7.0,0,1.0,1,1.0,0,0.0,4.0
610,1,3,0,68,,,,1200000,254,6.0,1,1.0,0,,0,,
612,1,2,1,40,48.0,1.0,48.0,1207423,254,6.0,1,1.0,1,1.0,0,0.0,5.0
613,1,2,0,34,6.0,1.0,25.0,671373,254,5.0,0,1.0,1,1.0,0,1.0,2.0
615,1,2,1,47,,,,750000,214,6.0,1,,0,,0,,
617,1,2,1,34,,,,1500000,263,7.0,0,1.0,0,,0,,
619,1,2,0,46,120.0,4.0,40.0,600000,250,5.0,0,,1,0.0,1,1.0,1.0
621,1,2,1,23,48.0,1.0,48.0,920000,286,6.0,1,,1,0.0,0,1.0,2.0
622,1,2,0,23,12.0,1.0,55.0,882333,286,7.0,0,1.0,1,1.0,0,0.0,5.0
624,1,2,0,38,6.0,4.0,48.0,2150000,152,7.0,0,1.0,1,0.0,1,0.0,3.0
627,1,2,0,54,180.0,4.0,54.0,300000,242,5.0,0,3.0,1,0.0,1,1.0,1.0
628,1,2,0,37,120.0,4.0,48.0,400000,242,6.0,1,3.0,1,0.0,1,1.0,1.0
630,1,2,1,47,120.0,4.0,77.0,900000,282,4.0,0,3.0,1,0.0,1,0.0,3.0
631,1,2,0,45,3.0,3.0,55.0,400000,282,5.0,0,3.0,1,0.0,0,1.0,1.0
632,1,2,0,18,8.0,1.0,56.0,500000,282,5.0,0,3.0,1,0.0,0,1.0,2.0
633,1,2,1,23,36.0,4.0,66.0,1000000,282,5.0,0,,1,0.0,1,1.0,1.0
634,1,2,1,37,5.0,4.0,70.0,1000000,342,5.0,0,3.0,1,0.0,1,1.0,1.0
635,1,2,0,40,6.0,6.0,40.0,934594,342,7.0,0,3.0,1,0.0,0,1.0,2.0
638,1,3,1,40,144.0,4.0,60.0,7000000,334,7.0,0,1.0,1,1.0,1,0.0,4.0
639,1,3,0,37,48.0,1.0,48.0,9283333,334,7.0,0,1.0,1,1.0,0,0.0,5.0
640,1,3,0,41,12.0,1.0,48.0,975000,334,6.0,1,1.0,1,1.0,0,0.0,5.0
641,1,3,0,67,,,,4000000,259,7.0,0,1.0,0,,0,,
644,1,2,0,33,84.0,5.0,60.0,1200000,329,7.0,0,1.0,1,0.0,0,1.0,2.0
645,1,2,0,26,28.0,1.0,48.0,1662500,329,6.0,1,1.0,1,1.0,0,0.0,4.0
646,1,3,1,78,,,,2000000,239,4.0,0,1.0,0,,0,,
648,1,3,1,29,60.0,1.0,48.0,2845666,303,7.0,0,1.0,1,1.0,0,0.0,5.0
649,1,3,0,28,60.0,1.0,48.0,1279000,303,7.0,0,1.0,1,1.0,0,0.0,3.0
650,1,2,0,52,36.0,4.0,42.0,700000,313,3.0,0,1.0,1,0.0,1,1.0,1.0
651,1,2,1,81,,,,1049191,313,3.0,0,1.0,0,,0,,
652,1,2,1,30,9.0,1.0,42.0,1669806,313,6.0,1,1.0,1,0.0,0,1.0,2.0
653,1,2,0,28,11.0,4.0,30.0,2200000,313,7.0,0,1.0,1,0.0,1,0.0,5.0
655,1,2,0,36,72.0,4.0,30.0,480000,152,4.0,0,3.0,1,0.0,1,1.0,1.0
659,1,2,1,37,240.0,4.0,54.0,450000,152,1.0,0,3.0,1,0.0,1,1.0,1.0
661,1,2,1,87,,,,220000,152,1.0,0,3.0,0,,0,,
662,1,2,1,63,,,,934594,189,4.0,0,3.0,0,,0,,
663,1,2,0,55,240.0,4.0,24.0,536000,189,4.0,0,3.0,1,0.0,1,1.0,1.0
664,1,2,1,28,15.0,1.0,48.0,912523,189,6.0,1,1.0,1,1.0,0,0.0,5.0
665,1,2,0,22,20.0,1.0,48.0,882523,189,6.0,1,1.0,1,1.0,0,1.0,2.0
668,1,2,1,25,24.0,1.0,48.0,1244473,388,7.0,0,1.0,1,1.0,0,0.0,5.0
669,1,2,0,23,8.0,1.0,48.0,700000,388,7.0,0,3.0,1,0.0,0,1.0,2.0
670,1,3,1,59,396.0,2.0,40.0,10008333,160,7.0,0,1.0,1,1.0,0,0.0,5.0
672,1,3,1,25,12.0,1.0,48.0,1600000,160,7.0,0,1.0,1,1.0,0,0.0,5.0
673,1,3,0,19,,,,934594,160,7.0,0,1.0,0,,0,,
674,1,3,1,90,,,,934594,160,3.0,0,3.0,0,,0,,
675,1,3,0,72,,,,120000,160,1.0,0,3.0,0,,0,,
677,1,3,0,54,48.0,2.0,48.0,7786666,230,7.0,0,1.0,1,1.0,0,0.0,5.0
679,1,3,1,67,1.0,5.0,60.0,2400000,317,5.0,0,1.0,1,0.0,0,1.0,2.0
680,1,3,0,36,144.0,1.0,48.0,1653000,317,7.0,0,1.0,1,1.0,0,0.0,5.0
681,1,3,1,77,,,,2000000,238,6.0,1,1.0,0,,0,,
682,1,3,0,64,,,,934594,238,6.0,1,1.0,0,,0,,
683,1,3,1,41,24.0,1.0,48.0,2226667,238,7.0,0,1.0,1,1.0,0,0.0,4.0
684,1,3,0,48,6.0,1.0,48.0,764383,250,7.0,0,1.0,1,1.0,0,0.0,4.0
685,1,2,1,78,,,,649190,234,4.0,0,1.0,0,,0,,
686,1,2,0,75,,,,934594,234,3.0,0,1.0,0,,0,,
687,1,3,1,62,,,,737717,234,6.0,1,1.0,0,,0,,
688,1,3,0,52,228.0,5.0,80.0,1500000,234,6.0,1,1.0,1,0.0,0,1.0,2.0
689,1,3,1,40,60.0,1.0,48.0,1188344,234,7.0,0,1.0,1,1.0,0,0.0,5.0
690,1,2,1,55,48.0,4.0,50.0,1300000,163,6.0,1,1.0,1,0.0,1,1.0,2.0
691,1,2,0,50,60.0,4.0,50.0,1000000,163,6.0,1,1.0,1,0.0,1,1.0,2.0
692,1,2,1,28,0.0,4.0,40.0,800000,163,7.0,0,1.0,1,1.0,1,0.0,5.0
693,1,2,1,24,2.0,4.0,48.0,1200000,163,7.0,0,1.0,1,1.0,1,0.0,5.0
694,1,2,1,21,48.0,4.0,45.0,1200000,163,7.0,0,,1,0.0,1,1.0,1.0
696,1,2,0,60,56.0,1.0,48.0,882523,243,5.0,0,1.0,1,1.0,0,0.0,5.0
700,1,3,1,50,180.0,2.0,70.0,4500000,243,7.0,0,1.0,1,1.0,0,0.0,5.0
701,1,3,0,48,120.0,1.0,56.0,8000000,243,7.0,0,1.0,1,1.0,0,0.0,5.0
705,1,2,1,54,36.0,1.0,48.0,1300000,372,6.0,1,1.0,1,1.0,0,0.0,5.0
708,1,2,0,21,,,,934594,372,7.0,0,3.0,0,,0,,
709,1,3,1,39,12.0,1.0,48.0,5058333,391,7.0,0,1.0,1,1.0,0,0.0,5.0
710,1,3,0,36,12.0,1.0,48.0,3450000,391,7.0,0,1.0,1,1.0,0,0.0,5.0
713,1,3,1,38,13.0,1.0,45.0,3033333,255,7.0,0,1.0,1,1.0,0,0.0,5.0
714,1,3,0,32,36.0,1.0,40.0,3033333,255,7.0,0,1.0,1,1.0,0,0.0,5.0
715,1,2,0,59,24.0,1.0,48.0,1050000,246,4.0,0,1.0,1,0.0,0,0.0,3.0
716,1,2,0,29,24.0,4.0,10.0,300000,246,7.0,0,3.0,1,0.0,1,0.0,3.0
717,1,3,1,86,,,,649191,214,4.0,0,1.0,0,,0,,
718,1,3,1,56,3.0,1.0,48.0,1050000,214,6.0,1,1.0,1,1.0,0,0.0,5.0
719,1,3,0,61,9.0,4.0,24.0,48000,214,7.0,0,1.0,1,1.0,1,1.0,1.0
720,1,3,0,57,360.0,1.0,48.0,1783333,197,6.0,1,1.0,1,1.0,0,0.0,5.0
721,1,3,0,53,,,,934594,197,6.0,1,1.0,0,,0,,
722,1,3,0,23,6.0,1.0,48.0,1333140,197,7.0,0,1.0,1,1.0,0,0.0,4.0
723,1,3,1,77,,,,2500000,234,7.0,0,1.0,0,,0,,
724,1,3,0,75,,,,934594,234,5.0,0,1.0,0,,0,,
725,1,4,0,66,,,,1099000,226,7.0,0,1.0,0,,0,,
726,1,4,1,62,48.0,4.0,40.0,400000,226,7.0,0,1.0,1,1.0,1,1.0,1.0
729,1,3,0,31,16.0,1.0,70.0,1067193,190,6.0,1,1.0,1,0.0,0,0.0,4.0
731,1,3,0,18,,,,934594,190,5.0,0,,0,,0,,
732,1,3,0,21,12.0,1.0,70.0,837717,190,6.0,1,1.0,1,0.0,0,0.0,3.0
734,1,3,0,88,,,,83333,274,3.0,0,3.0,0,,0,,
735,1,3,1,53,,,,391666,274,6.0,1,1.0,0,,0,,
736,1,3,1,60,16.0,4.0,72.0,4000000,274,5.0,0,1.0,1,0.0,1,1.0,1.0
737,1,3,0,35,60.0,1.0,60.0,829217,274,7.0,0,1.0,1,1.0,0,0.0,5.0
738,1,3,0,58,,,,400000,274,6.0,1,,0,,0,,
739,1,3,1,82,,,,737717,209,4.0,0,1.0,0,,0,,
740,1,3,0,77,,,,934594,209,4.0,0,1.0,0,,0,,
741,1,3,0,57,216.0,1.0,40.0,3981667,209,7.0,0,1.0,1,1.0,0,0.0,4.0
742,1,3,1,75,240.0,4.0,48.0,2000000,209,7.0,0,1.0,1,0.0,1,1.0,1.0
744,1,2,1,37,42.0,2.0,45.0,3642500,293,7.0,0,1.0,1,1.0,0,0.0,5.0
745,1,2,0,40,2.0,1.0,30.0,1700000,293,7.0,0,1.0,1,0.0,0,0.0,4.0
747,1,2,1,35,42.0,1.0,65.0,812500,134,6.0,1,1.0,1,0.0,0,1.0,2.0
753,1,3,1,28,60.0,1.0,40.0,1090000,255,7.0,0,,1,0.0,0,1.0,2.0
754,1,3,0,35,80.0,4.0,40.0,2000000,255,7.0,0,1.0,1,1.0,1,0.0,5.0
756,1,2,1,45,36.0,1.0,48.0,1580000,297,5.0,0,1.0,1,1.0,0,0.0,4.0
757,1,2,0,45,60.0,1.0,48.0,800000,297,5.0,0,1.0,1,1.0,0,0.0,5.0
758,1,2,1,22,,,,934594,297,6.0,1,1.0,0,,0,,
759,1,2,1,19,2.0,1.0,20.0,384000,297,7.0,0,1.0,1,0.0,0,0.0,4.0
763,1,3,1,76,,,,900000,234,5.0,0,1.0,0,,0,,
765,1,4,0,71,,,,934594,210,5.0,0,1.0,0,,0,,
766,1,4,1,49,60.0,4.0,28.0,2300000,210,7.0,0,,1,0.0,1,1.0,1.0
767,1,4,0,40,8.0,1.0,40.0,820857,210,7.0,0,1.0,1,1.0,0,0.0,3.0
769,1,4,0,37,24.0,4.0,42.0,1000000,210,7.0,0,3.0,1,0.0,1,1.0,1.0
771,1,4,1,78,,,,1500000,210,6.0,1,2.0,0,,0,,
774,1,2,1,47,84.0,1.0,48.0,1023140,418,6.0,1,1.0,1,1.0,0,0.0,5.0
775,1,2,0,43,120.0,4.0,48.0,1800000,418,6.0,1,1.0,1,1.0,1,1.0,1.0
777,1,4,1,55,216.0,1.0,55.0,10816667,129,7.0,0,1.0,1,1.0,0,0.0,4.0
778,1,4,0,48,24.0,1.0,40.0,1800000,129,7.0,0,1.0,1,1.0,0,0.0,5.0
779,1,4,0,20,,,,934594,129,7.0,0,1.0,0,,0,,
782,1,4,0,70,,,,934594,129,3.0,0,1.0,0,,0,,
783,1,3,0,69,,,,120000,250,3.0,0,3.0,0,,0,,
784,1,3,0,69,,,,120000,250,4.0,0,3.0,0,,0,,
785,1,3,0,48,36.0,1.0,40.0,750000,232,5.0,0,3.0,1,0.0,0,1.0,2.0
790,1,3,0,56,36.0,4.0,35.0,900000,329,5.0,0,,1,0.0,1,1.0,1.0
791,1,3,0,35,168.0,1.0,48.0,2708333,329,7.0,0,1.0,1,1.0,0,0.0,5.0
792,1,3,0,63,,,,934594,329,5.0,0,,0,,0,,
793,1,2,0,67,,,,934594,259,4.0,0,3.0,0,,0,,
794,1,2,1,38,180.0,2.0,56.0,1497000,259,6.0,1,2.0,1,1.0,0,0.0,5.0
800,1,4,0,86,,,,350000,254,1.0,0,1.0,0,,0,,
801,1,4,0,62,,,,1000000,254,6.0,1,1.0,0,,0,,
802,1,4,1,53,384.0,2.0,40.0,3924166,254,7.0,0,1.0,1,1.0,0,0.0,5.0
803,1,4,1,83,,,,7558000,189,7.0,0,1.0,0,,0,,
804,1,4,0,80,,,,934594,189,6.0,1,1.0,0,,0,,
805,1,4,0,57,,,,934594,189,1.0,0,1.0,0,,0,,
806,1,4,1,56,336.0,4.0,48.0,3000000,189,7.0,0,1.0,1,1.0,1,1.0,1.0
807,1,4,1,56,360.0,4.0,48.0,1500000,189,6.0,1,1.0,1,0.0,1,1.0,1.0
809,1,4,0,58,444.0,3.0,48.0,737717,189,3.0,0,1.0,1,1.0,0,1.0,1.0
810,1,2,0,59,,,,100000,174,3.0,0,3.0,0,,0,,
811,1,2,1,66,8.0,1.0,48.0,803140,174,3.0,0,1.0,1,1.0,0,1.0,2.0
812,1,2,0,20,,,,934594,174,7.0,0,3.0,0,,0,,
814,1,4,1,50,348.0,1.0,55.0,10000000,194,7.0,0,1.0,1,1.0,0,0.0,5.0
815,1,4,0,51,96.0,2.0,48.0,2925000,194,7.0,0,1.0,1,1.0,0,0.0,5.0
820,1,3,1,59,,,,900000,270,4.0,0,1.0,0,,0,,
821,1,3,0,29,70.0,4.0,25.0,250000,270,7.0,0,1.0,1,1.0,1,1.0,1.0
823,1,3,0,50,,,,934594,270,6.0,1,1.0,0,,0,,
824,1,3,0,46,,,,2000000,219,6.0,1,1.0,0,,0,,
825,1,3,1,64,,,,934594,219,6.0,1,1.0,0,,0,,
826,1,3,1,20,11.0,4.0,32.0,1000000,219,6.0,1,1.0,1,0.0,1,1.0,1.0
828,1,3,1,62,0.0,1.0,18.0,196000,225,6.0,1,3.0,1,0.0,0,1.0,2.0
829,1,3,0,57,24.0,3.0,18.0,224000,225,5.0,0,3.0,1,0.0,0,1.0,1.0
830,1,3,0,28,0.0,1.0,16.0,440000,225,6.0,1,3.0,1,0.0,0,1.0,2.0
832,1,3,1,54,120.0,4.0,48.0,2500000,382,5.0,0,1.0,1,0.0,1,1.0,1.0
834,1,3,0,32,12.0,2.0,48.0,3216666,382,7.0,0,2.0,1,1.0,0,0.0,5.0
837,1,2,0,43,48.0,4.0,90.0,2500000,141,5.0,0,3.0,1,0.0,1,1.0,2.0
838,1,2,1,23,48.0,6.0,6.0,300000,141,7.0,0,1.0,1,0.0,0,1.0,2.0
839,1,2,0,22,48.0,6.0,6.0,300000,141,7.0,0,1.0,1,0.0,0,1.0,2.0
840,1,2,0,19,48.0,6.0,28.0,300000,141,7.0,0,1.0,1,0.0,0,1.0,2.0
841,1,2,1,26,1.0,1.0,54.0,1000000,243,6.0,1,,1,0.0,0,1.0,2.0
842,1,2,0,36,1.0,3.0,45.0,920857,243,4.0,0,1.0,1,1.0,0,1.0,1.0
844,1,1,0,64,12.0,4.0,84.0,180000,189,4.0,0,3.0,1,0.0,1,1.0,2.0
845,1,1,1,37,2.0,1.0,48.0,820857,189,6.0,1,1.0,1,1.0,0,0.0,4.0
847,1,1,1,58,12.0,4.0,30.0,60000,189,3.0,0,3.0,1,0.0,1,1.0,2.0
